county,state,state_abbr,ssa,fips
Seneca,Ohio,OH,36750,39147
Shelby,Ohio,OH,36760,39149
Stark,Ohio,OH,36770,39151
Summit,Ohio,OH,36780,39153
Trumbull,Ohio,OH,36790,39155
Tuscarawas,Ohio,OH,36800,39157
Union,Ohio,OH,36810,39159
Van Wert,Ohio,OH,36820,39161
Vinton,Ohio,OH,36830,39163
Warren,Ohio,OH,36840,39165
Washington,Ohio,OH,36850,39167
Wayne,Ohio,OH,36860,39169
Williams,Ohio,OH,36870,39171
Wood,Ohio,OH,36880,39173
Wyandot,Ohio,OH,36890,39175
Statewide,Ohio,OH,36999,39990
Adair,Oklahoma,OK,37000,40001
Alfalfa,Oklahoma,OK,37010,40003
Atoka,Oklahoma,OK,37020,40005
Beaver,Oklahoma,OK,37030,40007
Beckham,Oklahoma,OK,37040,40009
Blaine,Oklahoma,OK,37050,40011
Bryan,Oklahoma,OK,37060,40013
Caddo,Oklahoma,OK,37070,40015
Canadian,Oklahoma,OK,37080,40017
Carter,Oklahoma,OK,37090,40019
Cherokee,Oklahoma,OK,37100,40021
Choctaw,Oklahoma,OK,37110,40023
Cimarron,Oklahoma,OK,37120,40025
Cleveland,Oklahoma,OK,37130,40027
Coal,Oklahoma,OK,37140,40029
Comanche,Oklahoma,OK,37150,40031
Cotton,Oklahoma,OK,37160,40033
Craig,Oklahoma,OK,37170,40035
Creek,Oklahoma,OK,37180,40037
Custer,Oklahoma,OK,37190,40039
Delaware,Oklahoma,OK,37200,40041
Dewey,Oklahoma,OK,37210,40043
Ellis,Oklahoma,OK,37220,40045
Garfield,Oklahoma,OK,37230,40047
Garvin,Oklahoma,OK,37240,40049
Grady,Oklahoma,OK,37250,40051
Grant,Oklahoma,OK,37260,40053
Greer,Oklahoma,OK,37270,40055
Harmon,Oklahoma,OK,37280,40057
Harper,Oklahoma,OK,37290,40059
Haskell,Oklahoma,OK,37300,40061
Hughes,Oklahoma,OK,37310,40063
Jackson,Oklahoma,OK,37320,40065
Jefferson,Oklahoma,OK,37330,40067
Johnston,Oklahoma,OK,37340,40069
Kay,Oklahoma,OK,37350,40071
Kingfisher,Oklahoma,OK,37360,40073
Kiowa,Oklahoma,OK,37370,40075
Latimer,Oklahoma,OK,37380,40077
Le Flore,Oklahoma,OK,37390,40079
Lincoln,Oklahoma,OK,37400,40081
Logan,Oklahoma,OK,37410,40083
Love,Oklahoma,OK,37420,40085
McClain,Oklahoma,OK,37430,40087
McCurtain,Oklahoma,OK,37440,40089
McIntosh,Oklahoma,OK,37450,40091
Major,Oklahoma,OK,37460,40093
Marshall,Oklahoma,OK,37470,40095
Mayes,Oklahoma,OK,37480,40097
Murray,Oklahoma,OK,37490,40099
Muskogee,Oklahoma,OK,37500,40101
Noble,Oklahoma,OK,37510,40103
Nowata,Oklahoma,OK,37520,40105
Okfuskee,Oklahoma,OK,37530,40107
Oklahoma,Oklahoma,OK,37540,40109
Okmulgee,Oklahoma,OK,37550,40111
Osage,Oklahoma,OK,37560,40113
Ottawa,Oklahoma,OK,37570,40115
Pawnee,Oklahoma,OK,37580,40117
Payne,Oklahoma,OK,37590,40119
Pittsburg,Oklahoma,OK,37600,40121
Pontotoc,Oklahoma,OK,37610,40123
Pottawatomie,Oklahoma,OK,37620,40125
Pushmataha,Oklahoma,OK,37630,40127
Roger Mills,Oklahoma,OK,37640,40129
Rogers,Oklahoma,OK,37650,40131
Seminole,Oklahoma,OK,37660,40133
Sequoyah,Oklahoma,OK,37670,40135
Stephens,Oklahoma,OK,37680,40137
Texas,Oklahoma,OK,37690,40139
Tillman,Oklahoma,OK,37700,40141
Tulsa,Oklahoma,OK,37710,40143
Wagoner,Oklahoma,OK,37720,40145
Washington,Oklahoma,OK,37730,40147
Washita,Oklahoma,OK,37740,40149
Woods,Oklahoma,OK,37750,40151
Woodward,Oklahoma,OK,37760,40153
Statewide,Oklahoma,OK,37999,40990
Baker,Oregon,OR,38000,41001
Benton,Oregon,OR,38010,41003
Clackamas,Oregon,OR,38020,41005
Clatsop,Oregon,OR,38030,41007
Columbia,Oregon,OR,38040,41009
Coos,Oregon,OR,38050,41011
Crook,Oregon,OR,38060,41013
Curry,Oregon,OR,38070,41015
Deschutes,Oregon,OR,38080,41017
Douglas,Oregon,OR,38090,41019
Gilliam,Oregon,OR,38100,41021
Grant,Oregon,OR,38110,41023
Harney,Oregon,OR,38120,41025
Hood River,Oregon,OR,38130,41027
Jackson,Oregon,OR,38140,41029
Jefferson,Oregon,OR,38150,41031
Josephine,Oregon,OR,38160,41033
Klamath,Oregon,OR,38170,41035
Lake,Oregon,OR,38180,41037
Lane,Oregon,OR,38190,41039
Lincoln,Oregon,OR,38200,41041
Linn,Oregon,OR,38210,41043
Malheur,Oregon,OR,38220,41045
Marion,Oregon,OR,38230,41047
Morrow,Oregon,OR,38240,41049
Multnomah,Oregon,OR,38250,41051
Polk,Oregon,OR,38260,41053
Sherman,Oregon,OR,38270,41055
Tillamook,Oregon,OR,38280,41057
Umatilla,Oregon,OR,38290,41059
Union,Oregon,OR,38300,41061
Wallowa,Oregon,OR,38310,41063
Wasco,Oregon,OR,38320,41065
Washington,Oregon,OR,38330,41067
Wheeler,Oregon,OR,38340,41069
Yamhill,Oregon,OR,38350,41071
Statewide,Oregon,OR,38999,41990
Adams,Pennsylvania,PA,39000,42001
Allegheny,Pennsylvania,PA,39010,42003
Armstrong,Pennsylvania,PA,39070,42005
Beaver,Pennsylvania,PA,39080,42007
Bedford,Pennsylvania,PA,39100,42009
Berks,Pennsylvania,PA,39110,42011
Blair,Pennsylvania,PA,39120,42013
Bradford,Pennsylvania,PA,39130,42015
Bucks,Pennsylvania,PA,39140,42017
Butler,Pennsylvania,PA,39150,42019
Cambria,Pennsylvania,PA,39160,42021
Cameron,Pennsylvania,PA,39180,42023
Carbon,Pennsylvania,PA,39190,42025
Centre,Pennsylvania,PA,39200,42027
Chester,Pennsylvania,PA,39210,42029
Clarion,Pennsylvania,PA,39220,42031
Clearfield,Pennsylvania,PA,39230,42033
Clinton,Pennsylvania,PA,39240,42035
Columbia,Pennsylvania,PA,39250,42037
Crawford,Pennsylvania,PA,39260,42039
Cumberland,Pennsylvania,PA,39270,42041
Dauphin,Pennsylvania,PA,39280,42043
Delaware,Pennsylvania,PA,39290,42045
Elk,Pennsylvania,PA,39310,42047
Erie,Pennsylvania,PA,39320,42049
Fayette,Pennsylvania,PA,39330,42051
Forest,Pennsylvania,PA,39340,42053
Franklin,Pennsylvania,PA,39350,42055
Fulton,Pennsylvania,PA,39360,42057
Greene,Pennsylvania,PA,39370,42059
Huntingdon,Pennsylvania,PA,39380,42061
Indiana,Pennsylvania,PA,39390,42063
Jefferson,Pennsylvania,PA,39400,42065
Juniata,Pennsylvania,PA,39410,42067
Lackawanna,Pennsylvania,PA,39420,42069
Lancaster,Pennsylvania,PA,39440,42071
Lawrence,Pennsylvania,PA,39450,42073
Lebanon,Pennsylvania,PA,39460,42075
Lehigh,Pennsylvania,PA,39470,42077
Luzerne,Pennsylvania,PA,39480,42079
Lycoming,Pennsylvania,PA,39510,42081
McKean,Pennsylvania,PA,39520,42083
Mercer,Pennsylvania,PA,39530,42085
Mifflin,Pennsylvania,PA,39540,42087
Monroe,Pennsylvania,PA,39550,42089
Montgomery,Pennsylvania,PA,39560,42091
Montour,Pennsylvania,PA,39580,42093
Northampton,Pennsylvania,PA,39590,42095
Northumberland,Pennsylvania,PA,39600,42097
Perry,Pennsylvania,PA,39610,42099
Philadelphia,Pennsylvania,PA,39620,42101
Pike,Pennsylvania,PA,39630,42103
Potter,Pennsylvania,PA,39640,42105
Schuylkill,Pennsylvania,PA,39650,42107
Snyder,Pennsylvania,PA,39670,42109
Somerset,Pennsylvania,PA,39680,42111
Sullivan,Pennsylvania,PA,39690,42113
Susquehanna,Pennsylvania,PA,39700,42115
Tioga,Pennsylvania,PA,39710,42117
Union,Pennsylvania,PA,39720,42119
Venango,Pennsylvania,PA,39730,42121
Warren,Pennsylvania,PA,39740,42123
Washington,Pennsylvania,PA,39750,42125
Wayne,Pennsylvania,PA,39760,42127
Westmoreland,Pennsylvania,PA,39770,42129
Wyoming,Pennsylvania,PA,39790,42131
York,Pennsylvania,PA,39800,42133
Statewide,Pennsylvania,PA,39999,42990
Adjuntas,,PR,40010,72001
Aguada,,PR,40020,72003
Aguadilla,,PR,40030,72005
Aguas Buenas,,PR,40040,72007
Aibonito,,PR,40050,72009
Anasco,,PR,40060,72011
Arecibo,,PR,40070,72013
Arroyo,,PR,40080,72015
Barceloneta,,PR,40090,72017
Barranquitas,,PR,40100,72019
Bayamon,,PR,40110,72021
Cabo Rojo,,PR,40120,72023
Caguas,,PR,40130,72025
Camuy,,PR,40140,72027
Canovanas,,PR,40145,72029
Carolina,,PR,40150,72031
Catano,,PR,40160,72033
Cayey,,PR,40170,72035
Ceiba,,PR,40180,72037
Ciales,,PR,40190,72039
Cidra,,PR,40200,72041
Coamo,,PR,40210,72043
Comerio,,PR,40220,72045
Corozal,,PR,40230,72047
Culebra,,PR,40240,72049
Dorado,,PR,40250,72051
Fajardo,,PR,40260,72053
Florida,,PR,40265,72054
Guanica,,PR,40270,72055
Guayama,,PR,40280,72057
Guayanilla,,PR,40290,72059
Guaynabo,,PR,40300,72061
Gurabo,,PR,40310,72063
Hatillo,,PR,40320,72065
Hormigueros,,PR,40330,72067
Humacao,,PR,40340,72069
Isabela,,PR,40350,72071
Jayuya,,PR,40360,72073
Juana Diaz,,PR,40370,72075
Juncos,,PR,40380,72077
Lajas,,PR,40390,72079
Lares,,PR,40400,72081
Las Marias,,PR,40410,72083
Las Piedras,,PR,40420,72085
Loiza,,PR,40430,72087
Luquillo,,PR,40440,72089
Manati,,PR,40450,72091
Maricao,,PR,40460,72093
Maunabo,,PR,40470,72095
Mayaguez,,PR,40480,72097
Moca,,PR,40490,72099
Morovis,,PR,40500,72101
Maguabo,,PR,40510,72103
Naranjito,,PR,40520,72105
Orocovis,,PR,40530,72107
Patillas,,PR,40540,72109
Penuelas,,PR,40550,72111
Ponce,,PR,40560,72113
Quebradillas,,PR,40570,72115
Rincon,,PR,40580,72117
Rio Grande,,PR,40590,72119
Sabana Grande,,PR,40610,72121
Salinas,,PR,40620,72123
San German,,PR,40630,72125
San Juan,,PR,40640,72127
San Lorenzo,,PR,40650,72129
San Sebastian,,PR,40660,72131
Santa Isabel,,PR,40670,72133
Toa Alta,,PR,40680,72135
Toa Baja,,PR,40690,72137
Trujillo Alto,,PR,40700,72139
Utuado,,PR,40710,72141
Vega Alta,,PR,40720,72143
Vega Baja,,PR,40730,72145
Vieques,,PR,40740,72147
Villalba,,PR,40750,72149
Yabucoa,,PR,40760,72151
Yauco,,PR,40770,72153
"Puerto Rico, Nfd",,PR,40999,72990
Bristol,Rhode Island,RI,41000,44001
Kent,Rhode Island,RI,41010,44003
Newport,Rhode Island,RI,41020,44005
Providence,Rhode Island,RI,41030,44007
Washington,Rhode Island,RI,41050,44009
Statewide,Rhode Island,RI,41999,44999
Abbeville,South Carolina,SC,42000,45001
Aiken,South Carolina,SC,42010,45003
Allendale,South Carolina,SC,42020,45005
Anderson,South Carolina,SC,42030,45007
Bamberg,South Carolina,SC,42040,45009
Barnwell,South Carolina,SC,42050,45011
Beaufort,South Carolina,SC,42060,45013
Berkeley,South Carolina,SC,42070,45015
Calhoun,South Carolina,SC,42080,45017
Charleston,South Carolina,SC,42090,45019
Cherokee,South Carolina,SC,42100,45021
Chester,South Carolina,SC,42110,45023
Chesterfield,South Carolina,SC,42120,45025
Clarendon,South Carolina,SC,42130,45027
Colleton,South Carolina,SC,42140,45029
Darlington,South Carolina,SC,42150,45031
Dillon,South Carolina,SC,42160,45033
Dorchester,South Carolina,SC,42170,45035
Edgefield,South Carolina,SC,42180,45037
Fairfield,South Carolina,SC,42190,45039
Florence,South Carolina,SC,42200,45041
Georgetown,South Carolina,SC,42210,45043
Greenville,South Carolina,SC,42220,45045
Greenwood,South Carolina,SC,42230,45047
Hampton,South Carolina,SC,42240,45049
Horry,South Carolina,SC,42250,45051
Jasper,South Carolina,SC,42260,45053
Kershaw,South Carolina,SC,42270,45055
Lancaster,South Carolina,SC,42280,45057
Laurens,South Carolina,SC,42290,45059
Lee,South Carolina,SC,42300,45061
Lexington,South Carolina,SC,42310,45063
McCormick,South Carolina,SC,42320,45065
Marion,South Carolina,SC,42330,45067
Marlboro,South Carolina,SC,42340,45069
Newberry,South Carolina,SC,42350,45071
Oconee,South Carolina,SC,42360,45073
Orangeburg,South Carolina,SC,42370,45075
Pickens,South Carolina,SC,42380,45077
Richland,South Carolina,SC,42390,45079
Saluda,South Carolina,SC,42400,45081
Spartanburg,South Carolina,SC,42410,45083
Sumter,South Carolina,SC,42420,45085
Union,South Carolina,SC,42430,45087
Williamsburg,South Carolina,SC,42440,45089
York,South Carolina,SC,42450,45091
Statewide,South Carolina,SC,42999,45990
Aurora,South Dakota,SD,43010,46003
Beadle,South Dakota,SD,43020,46005
Bennett,South Dakota,SD,43030,46007
Bon Homme,South Dakota,SD,43040,46009
Brookings,South Dakota,SD,43050,46011
Brown,South Dakota,SD,43060,46013
Brule,South Dakota,SD,43070,46015
Buffalo,South Dakota,SD,43080,46017
Butte,South Dakota,SD,43090,46019
Campbell,South Dakota,SD,43100,46021
Charles Mix,South Dakota,SD,43110,46023
Clark,South Dakota,SD,43120,46025
Clay,South Dakota,SD,43130,46027
Codington,South Dakota,SD,43140,46029
Corson,South Dakota,SD,43150,46031
Custer,South Dakota,SD,43160,46033
Davison,South Dakota,SD,43170,46035
Day,South Dakota,SD,43180,46037
Deuel,South Dakota,SD,43190,46039
Dewey,South Dakota,SD,43200,46041
Douglas,South Dakota,SD,43210,46043
Edmunds,South Dakota,SD,43220,46045
Fall River,South Dakota,SD,43230,46047
Faulk,South Dakota,SD,43240,46049
Grant,South Dakota,SD,43250,46051
Gregory,South Dakota,SD,43260,46053
Haakon,South Dakota,SD,43270,46055
Hamlin,South Dakota,SD,43280,46057
Hand,South Dakota,SD,43290,46059
Hanson,South Dakota,SD,43300,46061
Harding,South Dakota,SD,43310,46063
Hughes,South Dakota,SD,43320,46065
Hutchinson,South Dakota,SD,43330,46067
Hyde,South Dakota,SD,43340,46069
Jackson,South Dakota,SD,43350,46071
Jerauld,South Dakota,SD,43360,46073
Jones,South Dakota,SD,43370,46075
Kingsbury,South Dakota,SD,43380,46077
Lake,South Dakota,SD,43390,46079
Lawrence,South Dakota,SD,43400,46081
Lincoln,South Dakota,SD,43410,46083
Lyman,South Dakota,SD,43420,46085
McCook,South Dakota,SD,43430,46087
McPherson,South Dakota,SD,43440,46089
Marshall,South Dakota,SD,43450,46091
Meade,South Dakota,SD,43460,46093
Mellette,South Dakota,SD,43470,46095
Miner,South Dakota,SD,43480,46097
Minnehaha,South Dakota,SD,43490,46099
Moody,South Dakota,SD,43500,46101
Pennington,South Dakota,SD,43510,46103
Perkins,South Dakota,SD,43520,46105
Potter,South Dakota,SD,43530,46107
Roberts,South Dakota,SD,43540,46109
Sanborn,South Dakota,SD,43550,46111
Shannon,South Dakota,SD,43560,46113
Spink,South Dakota,SD,43570,46115
Stanley,South Dakota,SD,43580,46117
Sully,South Dakota,SD,43590,46119
Todd,South Dakota,SD,43600,46121
Tripp,South Dakota,SD,43610,46123
Turner,South Dakota,SD,43620,46125
Union,South Dakota,SD,43630,46127
Walworth,South Dakota,SD,43640,46129
Washabaugh,South Dakota,SD,43650,46131
Yankton,South Dakota,SD,43670,46135
Ziebach,South Dakota,SD,43680,46137
Statewide,South Dakota,SD,43999,46990
Anderson,Tennessee,TN,44000,47001
Bedford,Tennessee,TN,44010,47003
Benton,Tennessee,TN,44020,47005
Bledsoe,Tennessee,TN,44030,47007
Blount,Tennessee,TN,44040,47009
Bradley,Tennessee,TN,44050,47011
Campbell,Tennessee,TN,44060,47013
Cannon,Tennessee,TN,44070,47015
Carroll,Tennessee,TN,44080,47017
Carter,Tennessee,TN,44090,47019
Cheatham,Tennessee,TN,44100,47021
Chester,Tennessee,TN,44110,47023
Claiborne,Tennessee,TN,44120,47025
Clay,Tennessee,TN,44130,47027
Cocke,Tennessee,TN,44140,47029
Coffee,Tennessee,TN,44150,47031
Crockett,Tennessee,TN,44160,47033
Cumberland,Tennessee,TN,44170,47035
Davidson,Tennessee,TN,44180,47037
Decatur,Tennessee,TN,44190,47039
DeKalb,Tennessee,TN,44200,47041
Dickson,Tennessee,TN,44210,47043
Dyer,Tennessee,TN,44220,47045
Fayette,Tennessee,TN,44230,47047
Fentress,Tennessee,TN,44240,47049
Franklin,Tennessee,TN,44250,47051
Gibson,Tennessee,TN,44260,47053
Giles,Tennessee,TN,44270,47055
Grainger,Tennessee,TN,44280,47057
Greene,Tennessee,TN,44290,47059
Grundy,Tennessee,TN,44300,47061
Hamblen,Tennessee,TN,44310,47063
Hamilton,Tennessee,TN,44320,47065
Hancock,Tennessee,TN,44330,47067
Hardeman,Tennessee,TN,44340,47069
Hardin,Tennessee,TN,44350,47071
Hawkins,Tennessee,TN,44360,47073
Haywood,Tennessee,TN,44370,47075
Henderson,Tennessee,TN,44380,47077
Henry,Tennessee,TN,44390,47079
Hickman,Tennessee,TN,44400,47081
Houston,Tennessee,TN,44410,47083
Humphreys,Tennessee,TN,44420,47085
Jackson,Tennessee,TN,44430,47087
Jefferson,Tennessee,TN,44440,47089
Johnson,Tennessee,TN,44450,47091
Knox,Tennessee,TN,44460,47093
Lake,Tennessee,TN,44470,47095
Lauderdale,Tennessee,TN,44480,47097
Lawrence,Tennessee,TN,44490,47099
Lewis,Tennessee,TN,44500,47101
Lincoln,Tennessee,TN,44510,47103
Loudon,Tennessee,TN,44520,47105
McMinn,Tennessee,TN,44530,47107
McNairy,Tennessee,TN,44540,47109
Macon,Tennessee,TN,44550,47111
Madison,Tennessee,TN,44560,47113
Marion,Tennessee,TN,44570,47115
Marshall,Tennessee,TN,44580,47117
Maury,Tennessee,TN,44590,47119
Meigs,Tennessee,TN,44600,47121
Monroe,Tennessee,TN,44610,47123
Montgomery,Tennessee,TN,44620,47125
Moore,Tennessee,TN,44630,47127
Morgan,Tennessee,TN,44640,47129
Obion,Tennessee,TN,44650,47131
Overton,Tennessee,TN,44660,47133
Perry,Tennessee,TN,44670,47135
Pickett,Tennessee,TN,44680,47137
Polk,Tennessee,TN,44690,47139
Putnam,Tennessee,TN,44700,47141
Rhea,Tennessee,TN,44710,47143
Roane,Tennessee,TN,44720,47145
Robertson,Tennessee,TN,44730,47147
Rutherford,Tennessee,TN,44740,47149
Scott,Tennessee,TN,44750,47151
Sequatchie,Tennessee,TN,44760,47153
Sevier,Tennessee,TN,44770,47155
Shelby,Tennessee,TN,44780,47157
Smith,Tennessee,TN,44790,47159
Stewart,Tennessee,TN,44800,47161
Sullivan,Tennessee,TN,44810,47163
Sumner,Tennessee,TN,44820,47165
Tipton,Tennessee,TN,44830,47167
Trousdale,Tennessee,TN,44840,47169
Unicoi,Tennessee,TN,44850,47171
Union,Tennessee,TN,44860,47173
Van Buren,Tennessee,TN,44870,47175
Warren,Tennessee,TN,44880,47177
Washington,Tennessee,TN,44890,47179
Wayne,Tennessee,TN,44900,47181
Weakley,Tennessee,TN,44910,47183
White,Tennessee,TN,44920,47185
Williamson,Tennessee,TN,44930,47187
Wilson,Tennessee,TN,44940,47189
Statewide,Tennessee,TN,44999,47990
Anderson,Texas,TX,45000,48001
Andrews,Texas,TX,45010,48003
Angelina,Texas,TX,45020,48005
Aransas,Texas,TX,45030,48007
Archer,Texas,TX,45040,48009
Armstrong,Texas,TX,45050,48011
Atascosa,Texas,TX,45060,48013
Austin,Texas,TX,45070,48015
Bailey,Texas,TX,45080,48017
Bandera,Texas,TX,45090,48019
Bastrop,Texas,TX,45100,48021
Baylor,Texas,TX,45110,48023
Bee,Texas,TX,45113,48025
Bell,Texas,TX,45120,48027
Bexar,Texas,TX,45130,48029
Blanco,Texas,TX,45140,48031
Borden,Texas,TX,45150,48033
Bosque,Texas,TX,45160,48035
Bowie,Texas,TX,45170,48037
Brazoria,Texas,TX,45180,48039
Brazos,Texas,TX,45190,48041
Brewster,Texas,TX,45200,48043
Briscoe,Texas,TX,45201,48045
Brooks,Texas,TX,45210,48047
Brown,Texas,TX,45220,48049
Burleson,Texas,TX,45221,48051
Burnet,Texas,TX,45222,48053
Caldwell,Texas,TX,45223,48055
Calhoun,Texas,TX,45224,48057
Callahan,Texas,TX,45230,48059
Cameron,Texas,TX,45240,48061
Camp,Texas,TX,45250,48063
Carson,Texas,TX,45251,48065
Cass,Texas,TX,45260,48067
Castro,Texas,TX,45270,48069
Chambers,Texas,TX,45280,48071
Cherokee,Texas,TX,45281,48073
Childress,Texas,TX,45290,48075
Clay,Texas,TX,45291,48077
Cochran,Texas,TX,45292,48079
Coke,Texas,TX,45300,48081
Coleman,Texas,TX,45301,48083
Collin,Texas,TX,45310,48085
Collingsworth,Texas,TX,45311,48087
Colorado,Texas,TX,45312,48089
Comal,Texas,TX,45320,48091
Comanche,Texas,TX,45321,48093
Concho,Texas,TX,45330,48095
Cooke,Texas,TX,45340,48097
Coryell,Texas,TX,45341,48099
Cottle,Texas,TX,45350,48101
Crane,Texas,TX,45360,48103
Crockett,Texas,TX,45361,48105
Crosby,Texas,TX,45362,48107
Culberson,Texas,TX,45370,48109
Dallam,Texas,TX,45380,48111
Dallas,Texas,TX,45390,48113
Dawson,Texas,TX,45391,48115
Deaf Smith,Texas,TX,45392,48117
Delta,Texas,TX,45400,48119
Denton,Texas,TX,45410,48121
DeWitt,Texas,TX,45420,48123
Dickens,Texas,TX,45421,48125
Dimmit,Texas,TX,45430,48127
Donley,Texas,TX,45431,48129
Duval,Texas,TX,45440,48131
Eastland,Texas,TX,45450,48133
Ector,Texas,TX,45451,48135
Edwards,Texas,TX,45460,48137
Ellis,Texas,TX,45470,48139
El Paso,Texas,TX,45480,48141
Erath,Texas,TX,45490,48143
Falls,Texas,TX,45500,48145
Fannin,Texas,TX,45510,48147
Fayette,Texas,TX,45511,48149
Fisher,Texas,TX,45520,48151
Floyd,Texas,TX,45521,48153
Foard,Texas,TX,45522,48155
Fort Bend,Texas,TX,45530,48157
Franklin,Texas,TX,45531,48159
Freestone,Texas,TX,45540,48161
Frio,Texas,TX,45541,48163
Gaines,Texas,TX,45542,48165
Galveston,Texas,TX,45550,48167
Garza,Texas,TX,45551,48169
Gillespie,Texas,TX,45552,48171
Glasscock,Texas,TX,45560,48173
Goliad,Texas,TX,45561,48175
Gonzales,Texas,TX,45562,48177
Gray,Texas,TX,45563,48179
Grayson,Texas,TX,45564,48181
Gregg,Texas,TX,45570,48183
Grimes,Texas,TX,45580,48185
Guadalupe,Texas,TX,45581,48187
Hale,Texas,TX,45582,48189
Hall,Texas,TX,45583,48191
Hamilton,Texas,TX,45590,48193
Hansford,Texas,TX,45591,48195
Hardeman,Texas,TX,45592,48197
Hardin,Texas,TX,45600,48199
Harris,Texas,TX,45610,48201
Harrison,Texas,TX,45620,48203
Hartley,Texas,TX,45621,48205
Haskell,Texas,TX,45630,48207
Hays,Texas,TX,45631,48209
Hemphill,Texas,TX,45632,48211
Henderson,Texas,TX,45640,48213
Hidalgo,Texas,TX,45650,48215
Hill,Texas,TX,45651,48217
Hockley,Texas,TX,45652,48219
Hood,Texas,TX,45653,48221
Hopkins,Texas,TX,45654,48223
Houston,Texas,TX,45660,48225
Howard,Texas,TX,45661,48227
Hudspeth,Texas,TX,45662,48229
Hunt,Texas,TX,45670,48231
Hutchinson,Texas,TX,45671,48233
Irion,Texas,TX,45672,48235
Jack,Texas,TX,45680,48237
Jackson,Texas,TX,45681,48239
Jasper,Texas,TX,45690,48241
Jeff Davis,Texas,TX,45691,48243
Jefferson,Texas,TX,45700,48245
Jim Hogg,Texas,TX,45710,48247
Jim Wells,Texas,TX,45711,48249
Johnson,Texas,TX,45720,48251
Jones,Texas,TX,45721,48253
Karnes,Texas,TX,45722,48255
Kaufman,Texas,TX,45730,48257
Kendall,Texas,TX,45731,48259
Kenedy,Texas,TX,45732,48261
Kent,Texas,TX,45733,48263
Kerr,Texas,TX,45734,48265
Kimble,Texas,TX,45740,48267
King,Texas,TX,45741,48269
Kinney,Texas,TX,45742,48271
Kleberg,Texas,TX,45743,48273
Knox,Texas,TX,45744,48275
Lamar,Texas,TX,45750,48277
Lamb,Texas,TX,45751,48279
Lampasas,Texas,TX,45752,48281
La Salle,Texas,TX,45753,48283
Lavaca,Texas,TX,45754,48285
Lee,Texas,TX,45755,48287
Leon,Texas,TX,45756,48289
Liberty,Texas,TX,45757,48291
Limestone,Texas,TX,45758,48293
Lipscomb,Texas,TX,45759,48295
Live Oak,Texas,TX,45760,48297
Llano,Texas,TX,45761,48299
Loving,Texas,TX,45762,48301
Lubbock,Texas,TX,45770,48303
Lynn,Texas,TX,45771,48305
McCulloch,Texas,TX,45772,48307
McLennan,Texas,TX,45780,48309
McMullen,Texas,TX,45781,48311
Madison,Texas,TX,45782,48313
Marion,Texas,TX,45783,48315
Martin,Texas,TX,45784,48317
Mason,Texas,TX,45785,48319
Matagorda,Texas,TX,45790,48321
Maverick,Texas,TX,45791,48323
Medina,Texas,TX,45792,48325
Menard,Texas,TX,45793,48327
Midland,Texas,TX,45794,48329
Milam,Texas,TX,45795,48331
Mills,Texas,TX,45796,48333
Mitchell,Texas,TX,45797,48335
Montague,Texas,TX,45800,48337
Montgomery,Texas,TX,45801,48339
Moore,Texas,TX,45802,48341
Morris,Texas,TX,45803,48343
Motley,Texas,TX,45804,48345
Nacogdoches,Texas,TX,45810,48347
Navarro,Texas,TX,45820,48349
Newton,Texas,TX,45821,48351
Nolan,Texas,TX,45822,48353
Nueces,Texas,TX,45830,48355
Ochiltree,Texas,TX,45831,48357
Oldham,Texas,TX,45832,48359
Orange,Texas,TX,45840,48361
Palo Pinto,Texas,TX,45841,48363
Panola,Texas,TX,45842,48365
Parker,Texas,TX,45843,48367
Parmer,Texas,TX,45844,48369
Pecos,Texas,TX,45845,48371
Polk,Texas,TX,45850,48373
Potter,Texas,TX,45860,48375
Presidio,Texas,TX,45861,48377
Rains,Texas,TX,45870,48379
Randall,Texas,TX,45871,48381
Reagan,Texas,TX,45872,48383
Real,Texas,TX,45873,48385
Red River,Texas,TX,45874,48387
Reeves,Texas,TX,45875,48389
Refugio,Texas,TX,45876,48391
Roberts,Texas,TX,45877,48393
Robertson,Texas,TX,45878,48395
Rockwall,Texas,TX,45879,48397
Runnels,Texas,TX,45880,48399
Rusk,Texas,TX,45881,48401
Sabine,Texas,TX,45882,48403
San Augustine,Texas,TX,45883,48405
San Jacinto,Texas,TX,45884,48407
San Patricio,Texas,TX,45885,48409
San Saba,Texas,TX,45886,48411
Schleicher,Texas,TX,45887,48413
Scurry,Texas,TX,45888,48415
Shackelford,Texas,TX,45889,48417
Shelby,Texas,TX,45890,48419
Sherman,Texas,TX,45891,48421
Smith,Texas,TX,45892,48423
Somervell,Texas,TX,45893,48425
Starr,Texas,TX,45900,48427
Stephens,Texas,TX,45901,48429
Sterling,Texas,TX,45902,48431
Stonewall,Texas,TX,45903,48433
Sutton,Texas,TX,45904,48435
Swisher,Texas,TX,45905,48437
Tarrant,Texas,TX,45910,48439
Taylor,Texas,TX,45911,48441
Terrell,Texas,TX,45912,48443
Terry,Texas,TX,45913,48445
Throckmorton,Texas,TX,45920,48447
Titus,Texas,TX,45921,48449
Tom Green,Texas,TX,45930,48451
Travis,Texas,TX,45940,48453
Trinity,Texas,TX,45941,48455
Tyler,Texas,TX,45942,48457
Upshur,Texas,TX,45943,48459
Upton,Texas,TX,45944,48461
Uvalde,Texas,TX,45945,48463
Val Verde,Texas,TX,45946,48465
Van Zandt,Texas,TX,45947,48467
