FIPStxt,Stabr,Area_name,Median_Income
45051,SC,Horry County,"49,082"
45053,SC,Jasper County,"43,125"
45055,SC,Kershaw County,"52,270"
45057,SC,Lancaster County,"58,035"
45059,SC,Laurens County,"42,099"
45061,SC,Lee County,"33,199"
45063,SC,Lexington County,"60,627"
45065,SC,McCormick County,"44,683"
45067,SC,Marion County,"34,365"
45069,SC,Marlboro County,"33,534"
45071,SC,Newberry County,"48,029"
45073,SC,Oconee County,"50,529"
45075,SC,Orangeburg County,"37,134"
45077,SC,Pickens County,"48,794"
45079,SC,Richland County,"52,611"
45081,SC,Saluda County,"46,019"
45083,SC,Spartanburg County,"53,567"
45085,SC,Sumter County,"45,181"
45087,SC,Union County,"40,686"
45089,SC,Williamsburg County,"32,814"
45091,SC,York County,"64,904"
46003,SD,Aurora County,"53,107"
46005,SD,Beadle County,"49,712"
46007,SD,Bennett County,"37,071"
46009,SD,Bon Homme County,"50,278"
46011,SD,Brookings County,"62,109"
46013,SD,Brown County,"60,082"
46015,SD,Brule County,"49,732"
46017,SD,Buffalo County,"25,973"
46019,SD,Butte County,"44,388"
46021,SD,Campbell County,"45,737"
46023,SD,Charles Mix County,"47,412"
46025,SD,Clark County,"48,517"
46027,SD,Clay County,"46,378"
46029,SD,Codington County,"55,580"
46031,SD,Corson County,"34,024"
46033,SD,Custer County,"58,806"
46035,SD,Davison County,"51,724"
46037,SD,Day County,"48,023"
46039,SD,Deuel County,"55,404"
46041,SD,Dewey County,"41,942"
46043,SD,Douglas County,"55,159"
46045,SD,Edmunds County,"58,977"
46047,SD,Fall River County,"46,782"
46049,SD,Faulk County,"49,068"
46051,SD,Grant County,"59,813"
46053,SD,Gregory County,"40,583"
46055,SD,Haakon County,"51,801"
46057,SD,Hamlin County,"65,776"
46059,SD,Hand County,"52,568"
46061,SD,Hanson County,"63,772"
46063,SD,Harding County,"55,017"
46065,SD,Hughes County,"70,093"
46067,SD,Hutchinson County,"54,434"
46069,SD,Hyde County,"52,496"
46071,SD,Jackson County,"34,122"
46073,SD,Jerauld County,"47,689"
46075,SD,Jones County,"49,609"
46077,SD,Kingsbury County,"54,609"
46079,SD,Lake County,"60,733"
46081,SD,Lawrence County,"51,774"
46083,SD,Lincoln County,"84,889"
46085,SD,Lyman County,"47,429"
46087,SD,McCook County,"59,913"
46089,SD,McPherson County,"39,850"
46091,SD,Marshall County,"56,862"
46093,SD,Meade County,"59,524"
46095,SD,Mellette County,"32,780"
46097,SD,Miner County,"50,123"
46099,SD,Minnehaha County,"60,033"
46101,SD,Moody County,"57,392"
46102,SD,Oglala Lakota County,"31,662"
46103,SD,Pennington County,"58,738"
46105,SD,Perkins County,"55,626"
46107,SD,Potter County,"54,722"
46109,SD,Roberts County,"44,709"
46111,SD,Sanborn County,"54,874"
46115,SD,Spink County,"50,590"
46117,SD,Stanley County,"69,991"
46119,SD,Sully County,"59,457"
46121,SD,Todd County,"31,876"
46123,SD,Tripp County,"45,710"
46125,SD,Turner County,"62,792"
46127,SD,Union County,"80,698"
46129,SD,Walworth County,"48,394"
46135,SD,Yankton County,"56,535"
46137,SD,Ziebach County,"32,341"
47001,TN,Anderson County,"50,672"
47003,TN,Bedford County,"49,860"
47005,TN,Benton County,"38,940"
47007,TN,Bledsoe County,"40,195"
47009,TN,Blount County,"57,939"
47011,TN,Bradley County,"50,427"
47013,TN,Campbell County,"39,443"
47015,TN,Cannon County,"51,859"
47017,TN,Carroll County,"42,025"
47019,TN,Carter County,"39,202"
47021,TN,Cheatham County,"63,241"
47023,TN,Chester County,"47,508"
47025,TN,Claiborne County,"37,987"
47027,TN,Clay County,"34,238"
47029,TN,Cocke County,"36,192"
47031,TN,Coffee County,"49,494"
47033,TN,Crockett County,"44,431"
47035,TN,Cumberland County,"46,527"
47037,TN,Davidson County,"60,799"
47039,TN,Decatur County,"42,905"
47041,TN,DeKalb County,"47,420"
47043,TN,Dickson County,"56,166"
47045,TN,Dyer County,"44,302"
47047,TN,Fayette County,"59,529"
47049,TN,Fentress County,"36,687"
47051,TN,Franklin County,"50,201"
47053,TN,Gibson County,"42,720"
47055,TN,Giles County,"48,024"
47057,TN,Grainger County,"41,829"
47059,TN,Greene County,"44,366"
47061,TN,Grundy County,"36,317"
47063,TN,Hamblen County,"44,040"
47065,TN,Hamilton County,"57,196"
47067,TN,Hancock County,"30,691"
47069,TN,Hardeman County,"37,834"
47071,TN,Hardin County,"37,690"
47073,TN,Hawkins County,"42,188"
47075,TN,Haywood County,"39,574"
47077,TN,Henderson County,"43,491"
47079,TN,Henry County,"43,159"
47081,TN,Hickman County,"44,684"
47083,TN,Houston County,"44,688"
47085,TN,Humphreys County,"48,056"
47087,TN,Jackson County,"37,563"
47089,TN,Jefferson County,"49,611"
47091,TN,Johnson County,"35,778"
47093,TN,Knox County,"55,874"
47095,TN,Lake County,"33,709"
47097,TN,Lauderdale County,"38,849"
47099,TN,Lawrence County,"43,651"
47101,TN,Lewis County,"40,541"
47103,TN,Lincoln County,"51,249"
47105,TN,Loudon County,"58,186"
47107,TN,McMinn County,"46,029"
47109,TN,McNairy County,"39,859"
47111,TN,Macon County,"42,265"
47113,TN,Madison County,"46,651"
47115,TN,Marion County,"50,819"
47117,TN,Marshall County,"51,868"
47119,TN,Maury County,"57,337"
47121,TN,Meigs County,"50,565"
47123,TN,Monroe County,"45,566"
47125,TN,Montgomery County,"56,102"
47127,TN,Moore County,"58,234"
47129,TN,Morgan County,"40,397"
47131,TN,Obion County,"42,532"
47133,TN,Overton County,"42,149"
47135,TN,Perry County,"41,960"
47137,TN,Pickett County,"40,182"
47139,TN,Polk County,"41,968"
47141,TN,Putnam County,"45,512"
47143,TN,Rhea County,"44,132"
47145,TN,Roane County,"54,440"
47147,TN,Robertson County,"66,006"
47149,TN,Rutherford County,"64,170"
47151,TN,Scott County,"35,685"
47153,TN,Sequatchie County,"49,707"
47155,TN,Sevier County,"47,202"
47157,TN,Shelby County,"47,924"
47159,TN,Smith County,"50,704"
47161,TN,Stewart County,"46,565"
47163,TN,Sullivan County,"46,024"
47165,TN,Sumner County,"66,171"
47167,TN,Tipton County,"60,874"
47169,TN,Trousdale County,"49,280"
47171,TN,Unicoi County,"43,688"
47173,TN,Union County,"40,322"
47175,TN,Van Buren County,"38,265"
47177,TN,Warren County,"42,475"
47179,TN,Washington County,"49,242"
47181,TN,Wayne County,"38,879"
47183,TN,Weakley County,"42,351"
47185,TN,White County,"42,603"
47187,TN,Williamson County,"115,930"
47189,TN,Wilson County,"76,507"
48001,TX,Anderson County,"45,969"
48003,TX,Andrews County,"84,946"
48005,TX,Angelina County,"46,653"
48007,TX,Aransas County,"46,912"
48009,TX,Archer County,"61,190"
48011,TX,Armstrong County,"57,210"
48013,TX,Atascosa County,"50,594"
48015,TX,Austin County,"59,942"
48017,TX,Bailey County,"45,051"
48019,TX,Bandera County,"53,008"
48021,TX,Bastrop County,"61,883"
48023,TX,Baylor County,"41,180"
48025,TX,Bee County,"41,806"
48027,TX,Bell County,"54,292"
48029,TX,Bexar County,"54,210"
48031,TX,Blanco County,"64,832"
48033,TX,Borden County,"66,101"
48035,TX,Bosque County,"48,460"
48037,TX,Bowie County,"47,339"
48039,TX,Brazoria County,"74,225"
48041,TX,Brazos County,"50,113"
48043,TX,Brewster County,"45,670"
48045,TX,Briscoe County,"44,409"
48047,TX,Brooks County,"30,116"
48049,TX,Brown County,"47,097"
48051,TX,Burleson County,"53,626"
48053,TX,Burnet County,"56,696"
48055,TX,Caldwell County,"52,588"
48057,TX,Calhoun County,"52,085"
48059,TX,Callahan County,"50,330"
48061,TX,Cameron County,"38,106"
48063,TX,Camp County,"43,714"
48065,TX,Carson County,"64,799"
48067,TX,Cass County,"44,154"
48069,TX,Castro County,"45,689"
48071,TX,Chambers County,"89,513"
48073,TX,Cherokee County,"43,483"
48075,TX,Childress County,"42,291"
48077,TX,Clay County,"58,356"
48079,TX,Cochran County,"42,873"
48081,TX,Coke County,"44,804"
48083,TX,Coleman County,"39,484"
48085,TX,Collin County,"96,936"
48087,TX,Collingsworth County,"39,536"
48089,TX,Colorado County,"48,258"
48091,TX,Comal County,"76,523"
48093,TX,Comanche County,"52,251"
48095,TX,Concho County,"40,987"
48097,TX,Cooke County,"52,047"
48099,TX,Coryell County,"48,099"
48101,TX,Cottle County,"38,304"
48103,TX,Crane County,"61,987"
48105,TX,Crockett County,"49,117"
48107,TX,Crosby County,"37,911"
48109,TX,Culberson County,"42,164"
48111,TX,Dallam County,"50,587"
48113,TX,Dallas County,"59,838"
48115,TX,Dawson County,"43,726"
48117,TX,Deaf Smith County,"44,230"
48119,TX,Delta County,"44,410"
48121,TX,Denton County,"88,384"
48123,TX,DeWitt County,"49,208"
48125,TX,Dickens County,"39,627"
48127,TX,Dimmit County,"37,177"
48129,TX,Donley County,"40,945"
48131,TX,Duval County,"35,156"
48133,TX,Eastland County,"44,773"
48135,TX,Ector County,"60,431"
48137,TX,Edwards County,"37,812"
48139,TX,Ellis County,"76,792"
48141,TX,El Paso County,"43,948"
48143,TX,Erath County,"47,087"
48145,TX,Falls County,"37,428"
48147,TX,Fannin County,"53,111"
48149,TX,Fayette County,"55,776"
48151,TX,Fisher County,"45,261"
48153,TX,Floyd County,"39,891"
48155,TX,Foard County,"37,648"
48157,TX,Fort Bend County,"92,310"
48159,TX,Franklin County,"48,222"
48161,TX,Freestone County,"49,317"
48163,TX,Frio County,"41,038"
48165,TX,Gaines County,"56,321"
48167,TX,Galveston County,"71,959"
48169,TX,Garza County,"46,490"
48171,TX,Gillespie County,"61,433"
48173,TX,Glasscock County,"83,330"
48175,TX,Goliad County,"55,008"
48177,TX,Gonzales County,"49,829"
48179,TX,Gray County,"49,121"
48181,TX,Grayson County,"51,403"
48183,TX,Gregg County,"50,610"
48185,TX,Grimes County,"49,498"
48187,TX,Guadalupe County,"73,864"
48189,TX,Hale County,"42,782"
48191,TX,Hall County,"32,597"
48193,TX,Hamilton County,"49,210"
48195,TX,Hansford County,"57,240"
48197,TX,Hardeman County,"42,469"
48199,TX,Hardin County,"60,909"
48201,TX,Harris County,"60,241"
48203,TX,Harrison County,"50,131"
48205,TX,Hartley County,"72,451"
48207,TX,Haskell County,"40,880"
48209,TX,Hays County,"68,180"
48211,TX,Hemphill County,"66,849"
48213,TX,Henderson County,"43,337"
48215,TX,Hidalgo County,"38,785"
48217,TX,Hill County,"48,670"
48219,TX,Hockley County,"46,764"
48221,TX,Hood County,"60,917"
48223,TX,Hopkins County,"52,079"
48225,TX,Houston County,"39,533"
48227,TX,Howard County,"50,423"
48229,TX,Hudspeth County,"42,671"
48231,TX,Hunt County,"53,360"
48233,TX,Hutchinson County,"54,351"
48235,TX,Irion County,"56,775"
48237,TX,Jack County,"48,780"
48239,TX,Jackson County,"54,088"
48241,TX,Jasper County,"47,551"
48243,TX,Jeff Davis County,"51,343"
48245,TX,Jefferson County,"48,121"
48247,TX,Jim Hogg County,"36,176"
48249,TX,Jim Wells County,"41,919"
48251,TX,Johnson County,"62,635"
48253,TX,Jones County,"43,903"
48255,TX,Karnes County,"48,743"
48257,TX,Kaufman County,"67,434"
48259,TX,Kendall County,"90,937"
48261,TX,Kenedy County,"42,153"
48263,TX,Kent County,"47,625"
48265,TX,Kerr County,"53,704"
48267,TX,Kimble County,"42,503"
48269,TX,King County,"57,925"
48271,TX,Kinney County,"43,192"
48273,TX,Kleberg County,"42,605"
48275,TX,Knox County,"39,726"
48277,TX,Lamar County,"45,767"
48279,TX,Lamb County,"42,700"
48281,TX,Lampasas County,"55,151"
48283,TX,La Salle County,"40,072"
48285,TX,Lavaca County,"51,128"
48287,TX,Lee County,"55,834"
48289,TX,Leon County,"47,065"
48291,TX,Liberty County,"52,577"
48293,TX,Limestone County,"43,226"
48295,TX,Lipscomb County,"57,332"
48297,TX,Live Oak County,"48,814"
48299,TX,Llano County,"54,019"
48301,TX,Loving County,"78,637"
48303,TX,Lubbock County,"50,377"
48305,TX,Lynn County,"43,436"
48307,TX,McCulloch County,"42,719"
48309,TX,McLennan County,"48,858"
48311,TX,McMullen County,"64,633"
48313,TX,Madison County,"45,445"
48315,TX,Marion County,"38,011"
48317,TX,Martin County,"56,484"
48319,TX,Mason County,"49,560"
48321,TX,Matagorda County,"48,830"
48323,TX,Maverick County,"35,594"
48325,TX,Medina County,"59,304"
48327,TX,Menard County,"35,881"
48329,TX,Midland County,"80,189"
48331,TX,Milam County,"46,720"
48333,TX,Mills County,"47,068"
48335,TX,Mitchell County,"48,529"
48337,TX,Montague County,"50,542"
48339,TX,Montgomery County,"77,598"
48341,TX,Moore County,"53,785"
48343,TX,Morris County,"41,418"
48345,TX,Motley County,"41,009"
48347,TX,Nacogdoches County,"45,357"
48349,TX,Navarro County,"46,259"
48351,TX,Newton County,"43,367"
48353,TX,Nolan County,"42,522"
48355,TX,Nueces County,"53,034"
48357,TX,Ochiltree County,"49,845"
48359,TX,Oldham County,"56,590"
48361,TX,Orange County,"56,556"
48363,TX,Palo Pinto County,"46,067"
48365,TX,Panola County,"51,192"
48367,TX,Parker County,"73,718"
48369,TX,Parmer County,"50,539"
48371,TX,Pecos County,"47,008"
48373,TX,Polk County,"46,017"
48375,TX,Potter County,"41,912"
48377,TX,Presidio County,"37,738"
48379,TX,Rains County,"47,572"
48381,TX,Randall County,"69,600"
48383,TX,Reagan County,"65,273"
48385,TX,Real County,"39,506"
48387,TX,Red River County,"42,233"
48389,TX,Reeves County,"45,341"
48391,TX,Refugio County,"44,821"
48393,TX,Roberts County,"67,470"
48395,TX,Robertson County,"44,917"
48397,TX,Rockwall County,"102,858"
48399,TX,Runnels County,"42,205"
48401,TX,Rusk County,"49,788"
48403,TX,Sabine County,"40,641"
48405,TX,San Augustine County,"38,826"
48407,TX,San Jacinto County,"47,028"
48409,TX,San Patricio County,"53,559"
48411,TX,San Saba County,"43,827"
48413,TX,Schleicher County,"47,317"
48415,TX,Scurry County,"53,059"
48417,TX,Shackelford County,"57,126"
48419,TX,Shelby County,"41,961"
48421,TX,Sherman County,"57,052"
48423,TX,Smith County,"56,848"
48425,TX,Somervell County,"63,929"
48427,TX,Starr County,"30,490"
48429,TX,Stephens County,"43,115"
48431,TX,Sterling County,"59,064"
48433,TX,Stonewall County,"46,915"
48435,TX,Sutton County,"54,774"
48437,TX,Swisher County,"43,084"
48439,TX,Tarrant County,"66,059"
48441,TX,Taylor County,"48,040"
48443,TX,Terrell County,"41,413"
48445,TX,Terry County,"41,268"
48447,TX,Throckmorton County,"42,701"
48449,TX,Titus County,"45,604"
48451,TX,Tom Green County,"51,393"
48453,TX,Travis County,"76,255"
48455,TX,Trinity County,"40,486"
48457,TX,Tyler County,"44,041"
48459,TX,Upshur County,"48,554"
48461,TX,Upton County,"53,867"
48463,TX,Uvalde County,"39,725"
48465,TX,Val Verde County,"44,276"
48467,TX,Van Zandt County,"51,152"
48469,TX,Victoria County,"51,646"
48471,TX,Walker County,"43,681"
48473,TX,Waller County,"59,807"
48475,TX,Ward County,"53,621"
48477,TX,Washington County,"54,332"
48479,TX,Webb County,"44,919"
48481,TX,Wharton County,"48,040"
48483,TX,Wheeler County,"48,018"
48485,TX,Wichita County,"47,477"
48487,TX,Wilbarger County,"44,735"
48489,TX,Willacy County,"33,171"
48491,TX,Williamson County,"87,817"
48493,TX,Wilson County,"71,207"
48495,TX,Winkler County,"56,781"
48497,TX,Wise County,"66,387"
48499,TX,Wood County,"48,384"
48501,TX,Yoakum County,"61,560"
48503,TX,Young County,"49,301"
48505,TX,Zapata County,"33,160"
48507,TX,Zavala County,"30,076"
49001,UT,Beaver County,"55,940"
49003,UT,Box Elder County,"62,689"
49005,UT,Cache County,"60,315"
49007,UT,Carbon County,"51,394"
49009,UT,Daggett County,"58,910"
49011,UT,Davis County,"84,381"
49013,UT,Duchesne County,"60,767"
49015,UT,Emery County,"54,213"
49017,UT,Garfield County,"51,028"
49019,UT,Grand County,"50,750"
49021,UT,Iron County,"51,393"
49023,UT,Juab County,"65,379"
49025,UT,Kane County,"52,355"
49027,UT,Millard County,"58,644"
49029,UT,Morgan County,"98,875"
49031,UT,Piute County,"40,387"
49033,UT,Rich County,"60,695"
49035,UT,Salt Lake County,"73,619"
49037,UT,San Juan County,"42,982"
49039,UT,Sanpete County,"52,910"
49041,UT,Sevier County,"54,339"
49043,UT,Summit County,"105,374"
49045,UT,Tooele County,"73,584"
49047,UT,Uintah County,"63,631"
49049,UT,Utah County,"75,296"
49051,UT,Wasatch County,"85,380"
49053,UT,Washington County,"57,069"
49055,UT,Wayne County,"47,175"
49057,UT,Weber County,"68,106"
50001,VT,Addison County,"68,878"
50003,VT,Bennington County,"52,510"
50005,VT,Caledonia County,"50,368"
50007,VT,Chittenden County,"74,240"
50009,VT,Essex County,"43,671"
50011,VT,Franklin County,"61,129"
50013,VT,Grand Isle County,"67,746"
50015,VT,Lamoille County,"60,230"
50017,VT,Orange County,"62,300"
50019,VT,Orleans County,"48,688"
50021,VT,Rutland County,"51,723"
50023,VT,Washington County,"61,808"
50025,VT,Windham County,"54,441"
50027,VT,Windsor County,"57,438"
51001,VA,Accomack County,"42,879"
51003,VA,Albemarle County,"80,392"
51005,VA,Alleghany County,"46,538"
51007,VA,Amelia County,"57,280"
51009,VA,Amherst County,"50,580"
51011,VA,Appomattox County,"51,131"
51013,VA,Arlington County,"120,950"
51015,VA,Augusta County,"60,556"
51017,VA,Bath County,"50,564"
51019,VA,Bedford County,"61,186"
51021,VA,Bland County,"47,681"
51023,VA,Botetourt County,"71,874"
51025,VA,Brunswick County,"41,803"
51027,VA,Buchanan County,"32,144"
51029,VA,Buckingham County,"45,889"
51031,VA,Campbell County,"51,525"
51033,VA,Caroline County,"67,335"
51035,VA,Carroll County,"41,517"
51036,VA,Charles City County,"56,872"
51037,VA,Charlotte County,"41,382"
51041,VA,Chesterfield County,"80,734"
51043,VA,Clarke County,"84,021"
51045,VA,Craig County,"50,858"
51047,VA,Culpeper County,"72,111"
51049,VA,Cumberland County,"46,300"
51051,VA,Dickenson County,"35,047"
51053,VA,Dinwiddie County,"57,257"
51057,VA,Essex County,"50,785"
51059,VA,Fairfax County,"122,035"
51061,VA,Fauquier County,"93,462"
51063,VA,Floyd County,"48,315"
51065,VA,Fluvanna County,"73,463"
51067,VA,Franklin County,"53,522"
51069,VA,Frederick County,"77,684"
51071,VA,Giles County,"50,591"
51073,VA,Gloucester County,"70,938"
51075,VA,Goochland County,"89,331"
51077,VA,Grayson County,"37,550"
51079,VA,Greene County,"67,498"
51081,VA,Greensville County,"43,533"
51083,VA,Halifax County,"43,096"
51085,VA,Hanover County,"91,028"
51087,VA,Henrico County,"68,581"
51089,VA,Henry County,"36,471"
51091,VA,Highland County,"45,089"
51093,VA,Isle of Wight County,"72,993"
51095,VA,James City County,"86,541"
51097,VA,King and Queen County,"51,124"
51099,VA,King George County,"86,619"
51101,VA,King William County,"68,724"
51103,VA,Lancaster County,"52,814"
51105,VA,Lee County,"34,796"
51107,VA,Loudoun County,"140,382"
51109,VA,Louisa County,"63,714"
51111,VA,Lunenburg County,"41,421"
51113,VA,Madison County,"60,450"
51115,VA,Mathews County,"61,764"
51117,VA,Mecklenburg County,"44,832"
51119,VA,Middlesex County,"54,871"
51121,VA,Montgomery County,"52,538"
51125,VA,Nelson County,"56,690"
51127,VA,New Kent County,"90,858"
51131,VA,Northampton County,"43,157"
51133,VA,Northumberland County,"55,418"
51135,VA,Nottoway County,"46,368"
51137,VA,Orange County,"63,681"
51139,VA,Page County,"49,073"
51141,VA,Patrick County,"42,862"
51143,VA,Pittsylvania County,"44,710"
51145,VA,Powhatan County,"88,475"
51147,VA,Prince Edward County,"48,450"
51149,VA,Prince George County,"68,133"
51153,VA,Prince William County,"106,200"
51155,VA,Pulaski County,"50,834"
51157,VA,Rappahannock County,"71,035"
51159,VA,Richmond County,"49,399"
51161,VA,Roanoke County,"68,734"
51163,VA,Rockbridge County,"53,413"
51165,VA,Rockingham County,"61,375"
51167,VA,Russell County,"38,966"
51169,VA,Scott County,"40,161"
51171,VA,Shenandoah County,"55,283"
51173,VA,Smyth County,"40,972"
51175,VA,Southampton County,"52,741"
51177,VA,Spotsylvania County,"86,695"
51179,VA,Stafford County,"108,421"
51181,VA,Surry County,"54,663"
51183,VA,Sussex County,"43,031"
51185,VA,Tazewell County,"42,074"
51187,VA,Warren County,"65,635"
51191,VA,Washington County,"45,510"
51193,VA,Westmoreland County,"51,414"
51195,VA,Wise County,"38,045"
51197,VA,Wythe County,"46,345"
51199,VA,York County,"86,317"
51510,VA,Alexandria city,"99,425"
51520,VA,Bristol city,"36,903"
51530,VA,Buena Vista city,"43,390"
51540,VA,Charlottesville city,"56,997"
51550,VA,Chesapeake city,"78,846"
51570,VA,Colonial Heights city,"56,800"
51580,VA,Covington city,"40,504"
51590,VA,Danville city,"36,015"
51595,VA,Emporia city,"36,908"
51600,VA,Fairfax city,"105,532"
51610,VA,Falls Church city,"137,551"
51620,VA,Franklin city,"37,327"
51630,VA,Fredericksburg city,"58,448"
51640,VA,Galax city,"36,571"
51650,VA,Hampton city,"54,763"
51660,VA,Harrisonburg city,"42,640"
51670,VA,Hopewell city,"42,568"
51678,VA,Lexington city,"48,726"
51680,VA,Lynchburg city,"43,200"
51683,VA,Manassas city,"79,141"
51685,VA,Manassas Park city,"77,032"
51690,VA,Martinsville city,"33,892"
51700,VA,Newport News city,"50,283"
51710,VA,Norfolk city,"48,519"
51720,VA,Norton city,"34,442"
51730,VA,Petersburg city,"37,049"
51735,VA,Poquoson city,"96,057"
51740,VA,Portsmouth city,"47,343"
51750,VA,Radford city,"39,254"
51760,VA,Richmond city,"48,747"
51770,VA,Roanoke city,"42,715"
51775,VA,Salem city,"57,274"
51790,VA,Staunton city,"47,319"
51800,VA,Suffolk city,"69,753"
51810,VA,Virginia Beach city,"76,520"
51820,VA,Waynesboro city,"47,117"
51830,VA,Williamsburg city,"52,845"
51840,VA,Winchester city,"51,456"
53001,WA,Adams County,"52,012"
53003,WA,Asotin County,"49,776"
53005,WA,Benton County,"69,212"
53007,WA,Chelan County,"57,243"
53009,WA,Clallam County,"57,183"
53011,WA,Clark County,"73,971"
53013,WA,Columbia County,"53,700"
53015,WA,Cowlitz County,"58,624"
53017,WA,Douglas County,"65,912"
53019,WA,Ferry County,"40,468"
53021,WA,Franklin County,"60,483"
53023,WA,Garfield County,"50,185"
53025,WA,Grant County,"53,688"
53027,WA,Grays Harbor County,"48,763"
53029,WA,Island County,"65,987"
53031,WA,Jefferson County,"55,893"
53033,WA,King County,"94,822"
53035,WA,Kitsap County,"76,530"
53037,WA,Kittitas County,"55,624"
53039,WA,Klickitat County,"56,503"
53041,WA,Lewis County,"57,019"
53043,WA,Lincoln County,"53,326"
53045,WA,Mason County,"58,239"
53047,WA,Okanogan County,"48,345"
53049,WA,Pacific County,"46,365"
53051,WA,Pend Oreille County,"49,750"
53053,WA,Pierce County,"75,022"
53055,WA,San Juan County,"62,249"
53057,WA,Skagit County,"70,955"
53059,WA,Skamania County,"64,344"
53061,WA,Snohomish County,"87,096"
53063,WA,Spokane County,"59,408"
53065,WA,Stevens County,"51,183"
53067,WA,Thurston County,"72,400"
53069,WA,Wahkiakum County,"55,692"
53071,WA,Walla Walla County,"57,329"
53073,WA,Whatcom County,"62,262"
53075,WA,Whitman County,"45,389"
53077,WA,Yakima County,"51,377"
54001,WV,Barbour County,"39,776"
54003,WV,Berkeley County,"59,619"
54005,WV,Boone County,"38,110"
54007,WV,Braxton County,"39,292"
54009,WV,Brooke County,"48,342"
54011,WV,Cabell County,"39,790"
54013,WV,Calhoun County,"36,384"
54015,WV,Clay County,"35,983"
54017,WV,Doddridge County,"44,725"
54019,WV,Fayette County,"37,867"
54021,WV,Gilmer County,"38,173"
54023,WV,Grant County,"42,146"
54025,WV,Greenbrier County,"37,665"
54027,WV,Hampshire County,"44,442"
54029,WV,Hancock County,"47,299"
54031,WV,Hardy County,"43,573"
54033,WV,Harrison County,"47,942"
54035,WV,Jackson County,"48,731"
54037,WV,Jefferson County,"75,027"
54039,WV,Kanawha County,"41,926"
54041,WV,Lewis County,"40,691"
54043,WV,Lincoln County,"39,766"
54045,WV,Logan County,"34,894"
54047,WV,McDowell County,"27,292"
54049,WV,Marion County,"46,244"
54051,WV,Marshall County,"50,064"
54053,WV,Mason County,"43,050"
54055,WV,Mercer County,"37,860"
54057,WV,Mineral County,"48,578"
54059,WV,Mingo County,"32,917"
54061,WV,Monongalia County,"51,070"
54063,WV,Monroe County,"38,171"
54065,WV,Morgan County,"49,487"
54067,WV,Nicholas County,"38,572"
54069,WV,Ohio County,"48,689"
54071,WV,Pendleton County,"40,415"
54073,WV,Pleasants County,"50,768"
54075,WV,Pocahontas County,"39,467"
54077,WV,Preston County,"47,101"
54079,WV,Putnam County,"61,995"
54081,WV,Raleigh County,"41,298"
54083,WV,Randolph County,"40,064"
54085,WV,Ritchie County,"43,717"
54087,WV,Roane County,"36,658"
54089,WV,Summers County,"34,768"
54091,WV,Taylor County,"46,370"
54093,WV,Tucker County,"48,070"
54095,WV,Tyler County,"46,054"
54097,WV,Upshur County,"41,213"
54099,WV,Wayne County,"38,704"
54101,WV,Webster County,"34,054"
54103,WV,Wetzel County,"44,685"
54105,WV,Wirt County,"44,837"
54107,WV,Wood County,"45,278"
54109,WV,Wyoming County,"35,460"
55001,WI,Adams County,"43,000"
55003,WI,Ashland County,"44,627"
55005,WI,Barron County,"50,344"
55007,WI,Bayfield County,"53,637"
55009,WI,Brown County,"62,097"
55011,WI,Buffalo County,"59,087"
55013,WI,Burnett County,"55,295"
55015,WI,Calumet County,"72,645"
55017,WI,Chippewa County,"59,528"
55019,WI,Clark County,"55,245"
55021,WI,Columbia County,"65,435"
55023,WI,Crawford County,"49,200"
55025,WI,Dane County,"71,789"
55027,WI,Dodge County,"63,608"
55029,WI,Door County,"61,221"
55031,WI,Douglas County,"50,637"
55033,WI,Dunn County,"57,506"
55035,WI,Eau Claire County,"60,111"
55037,WI,Florence County,"53,188"
55039,WI,Fond du Lac County,"59,428"
55041,WI,Forest County,"45,156"
55043,WI,Grant County,"57,328"
55045,WI,Green County,"63,160"
55047,WI,Green Lake County,"55,512"
55049,WI,Iowa County,"68,017"
55051,WI,Iron County,"44,130"
55053,WI,Jackson County,"52,919"
55055,WI,Jefferson County,"65,831"
55057,WI,Juneau County,"52,891"
55059,WI,Kenosha County,"65,013"
55061,WI,Kewaunee County,"63,612"
55063,WI,La Crosse County,"60,619"
55065,WI,Lafayette County,"60,711"
55067,WI,Langlade County,"51,334"
55069,WI,Lincoln County,"56,645"
55071,WI,Manitowoc County,"56,466"
55073,WI,Marathon County,"63,442"
55075,WI,Marinette County,"50,670"
55077,WI,Marquette County,"46,964"
55078,WI,Menominee County,"40,682"
55079,WI,Milwaukee County,"49,771"
55081,WI,Monroe County,"58,391"
55083,WI,Oconto County,"59,983"
55085,WI,Oneida County,"53,805"
55087,WI,Outagamie County,"65,993"
55089,WI,Ozaukee County,"83,014"
55091,WI,Pepin County,"56,348"
55093,WI,Pierce County,"75,421"
55095,WI,Polk County,"59,990"
55097,WI,Portage County,"59,032"
55099,WI,Price County,"47,032"
55101,WI,Racine County,"60,349"
55103,WI,Richland County,"53,050"
55105,WI,Rock County,"57,675"
55107,WI,Rusk County,"48,448"
55109,WI,St. Croix County,"82,575"
55111,WI,Sauk County,"57,256"
55113,WI,Sawyer County,"46,490"
55115,WI,Shawano County,"56,022"
55117,WI,Sheboygan County,"61,906"
55119,WI,Taylor County,"56,981"
55121,WI,Trempealeau County,"56,978"
55123,WI,Vernon County,"51,692"
55125,WI,Vilas County,"47,198"
55127,WI,Walworth County,"64,234"
55129,WI,Washburn County,"50,482"
