state,county, TOT_MALE,TOT_FEMALE,%  TOT_MALE,% TOT_FEMALE,fips
Iowa,Floyd,7793,7968,49.44483218,50.55516782,19067
Iowa,Franklin,5099,5025,50.36546819,49.63453181,19069
Iowa,Fremont,3488,3505,49.87844988,50.12155012,19071
Iowa,Greene,4430,4551,49.32635564,50.67364436,19073
Iowa,Grundy,6072,6232,49.34980494,50.65019506,19075
Iowa,Guthrie,5350,5370,49.90671642,50.09328358,19077
Iowa,Hamilton,7451,7501,49.83279829,50.16720171,19079
Iowa,Hancock,5365,5347,50.08401792,49.91598208,19081
Iowa,Hardin,8467,8401,50.19563671,49.80436329,19083
Iowa,Harrison,7065,7069,49.98584972,50.01415028,19085
Iowa,Henry,10349,9718,51.57223302,48.42776698,19087
Iowa,Howard,4582,4605,49.87482312,50.12517688,19089
Iowa,Humboldt,4703,4844,49.26154813,50.73845187,19091
Iowa,Ida,3415,3426,49.9196024,50.0803976,19093
Iowa,Iowa,8046,8095,49.84821263,50.15178737,19095
Iowa,Jackson,9698,9734,49.90736929,50.09263071,19097
Iowa,Jasper,18996,18151,51.13737314,48.86262686,19099
Iowa,Jefferson,10127,8254,55.09493499,44.90506501,19101
Iowa,Johnson,75011,76249,49.59077086,50.40922914,19103
Iowa,Jones,10715,10029,51.65349017,48.34650983,19105
Iowa,Keokuk,5201,5024,50.86552567,49.13447433,19107
Iowa,Kossuth,7507,7401,50.35551382,49.64448618,19109
Iowa,Lee,17161,16894,50.39201292,49.60798708,19111
Iowa,Linn,111266,114643,49.25257515,50.74742485,19113
Iowa,Louisa,5700,5469,51.03411228,48.96588772,19115
Iowa,Lucas,4406,4239,50.96587623,49.03412377,19117
Iowa,Lyon,5994,5817,50.7493015,49.2506985,19119
Iowa,Madison,8114,8135,49.93538064,50.06461936,19121
Iowa,Mahaska,11143,10857,50.65,49.35,19123
Iowa,Marion,16705,16702,50.00449008,49.99550992,19125
Iowa,Marshall,20231,19750,50.60153573,49.39846427,19127
Iowa,Mills,7580,7483,50.32198101,49.67801899,19129
Iowa,Mitchell,5268,5301,49.84388305,50.15611695,19131
Iowa,Monona,4235,4444,48.79594423,51.20405577,19133
Iowa,Monroe,3858,3932,49.52503209,50.47496791,19135
Iowa,Montgomery,4876,5127,48.74537639,51.25462361,19137
Iowa,Muscatine,21452,21477,49.97088215,50.02911785,19139
Iowa,O'Brien,6927,6913,50.05057803,49.94942197,19141
Iowa,Osceola,3082,2958,51.02649007,48.97350993,19143
Iowa,Page,8051,7198,52.79690472,47.20309528,19145
Iowa,Palo Alto,4449,4480,49.82640833,50.17359167,19147
Iowa,Plymouth,12530,12565,49.93026499,50.06973501,19149
Iowa,Pocahontas,3354,3386,49.76261128,50.23738872,19151
Iowa,Polk,240245,246959,49.31096625,50.68903375,19153
Iowa,Pottawattamie,46030,47503,49.21257738,50.78742262,19155
Iowa,Poweshiek,9061,9638,48.45713675,51.54286325,19157
Iowa,Ringgold,2454,2514,49.39613527,50.60386473,19159
Iowa,Sac,4791,4928,49.29519498,50.70480502,19161
Iowa,Scott,84974,88309,49.03770133,50.96229867,19163
Iowa,Shelby,5725,5853,49.4472275,50.5527725,19165
Iowa,Sioux,17575,17334,50.34518319,49.65481681,19167
Iowa,Story,51227,46878,52.21650273,47.78349727,19169
Iowa,Tama,8471,8433,50.11239943,49.88760057,19171
Iowa,Taylor,3141,3050,50.73493781,49.26506219,19173
Iowa,Union,5991,6368,48.4747957,51.5252043,19175
Iowa,Van Buren,3613,3407,51.46723647,48.53276353,19177
Iowa,Wapello,17539,17666,49.81962789,50.18037211,19179
Iowa,Warren,25173,25883,49.30468505,50.69531495,19181
Iowa,Washington,10939,11202,49.40607922,50.59392078,19183
Iowa,Wayne,3146,3255,49.14857054,50.85142946,19185
Iowa,Webster,18779,17498,51.7655815,48.2344185,19187
Iowa,Winnebago,5185,5333,49.29644419,50.70355581,19189
Iowa,Winneshiek,9993,10036,49.89265565,50.10734435,19191
Iowa,Woodbury,50815,51724,49.55675402,50.44324598,19193
Iowa,Worth,3767,3686,50.54340534,49.45659466,19195
Iowa,Wright,6379,6311,50.2679275,49.7320725,19197
Kansas,Allen,6131,6313,49.26872388,50.73127612,20001
Kansas,Anderson,3911,3967,49.64457984,50.35542016,20003
Kansas,Atchison,7861,8332,48.54566788,51.45433212,20005
Kansas,Barber,2301,2171,51.45348837,48.54651163,20007
Kansas,Barton,12899,13212,49.40063575,50.59936425,20009
Kansas,Bourbon,7242,7411,49.42332628,50.57667372,20011
Kansas,Brown,4737,4861,49.35403209,50.64596791,20013
Kansas,Butler,33594,33171,50.31678275,49.68321725,20015
Kansas,Chase,1338,1291,50.893876,49.106124,20017
Kansas,Chautauqua,1703,1606,51.46569961,48.53430039,20019
Kansas,Cherokee,9844,10171,49.18311267,50.81688733,20021
Kansas,Cheyenne,1348,1312,50.67669173,49.32330827,20023
Kansas,Clark,995,1010,49.62593516,50.37406484,20025
Kansas,Clay,4001,3996,50.03126172,49.96873828,20027
Kansas,Cloud,4330,4399,49.60476572,50.39523428,20029
Kansas,Coffey,4064,4169,49.36232236,50.63767764,20031
Kansas,Comanche,849,899,48.56979405,51.43020595,20033
Kansas,Cowley,17716,17502,50.30382191,49.69617809,20035
Kansas,Crawford,19574,19445,50.16530408,49.83469592,20037
Kansas,Decatur,1443,1428,50.26123302,49.73876698,20039
Kansas,Dickinson,9433,9284,50.39803387,49.60196613,20041
Kansas,Doniphan,3863,3819,50.28638375,49.71361625,20043
Kansas,Douglas,60520,60916,49.83695115,50.16304885,20045
Kansas,Edwards,1449,1400,50.85995086,49.14004914,20047
Kansas,Elk,1267,1241,50.51834131,49.48165869,20049
Kansas,Ellis,14458,14252,50.35876001,49.64123999,20051
Kansas,Ellsworth,3503,2693,56.53647515,43.46352485,20053
Kansas,Finney,18844,17767,51.47086941,48.52913059,20055
Kansas,Ford,17584,16304,51.88857413,48.11142587,20057
Kansas,Franklin,12785,12846,49.88100347,50.11899653,20059
Kansas,Geary,17216,15378,52.81953734,47.18046266,20061
Kansas,Gove,1315,1297,50.34456355,49.65543645,20063
Kansas,Graham,1236,1256,49.59871589,50.40128411,20065
Kansas,Grant,3684,3652,50.21810251,49.78189749,20067
Kansas,Gray,3037,2996,50.33979778,49.66020222,20069
Kansas,Greeley,588,639,47.92176039,52.07823961,20071
Kansas,Greenwood,3026,3029,49.97522709,50.02477291,20073
Kansas,Hamilton,1351,1256,51.82201764,48.17798236,20075
Kansas,Harper,2757,2749,50.07264802,49.92735198,20077
Kansas,Harvey,16893,17317,49.38029816,50.61970184,20079
Kansas,Haskell,2008,1989,50.23767826,49.76232174,20081
Kansas,Hodgeman,905,913,49.779978,50.220022,20083
Kansas,Jackson,6644,6636,50.03012048,49.96987952,20085
Kansas,Jefferson,9661,9314,50.914361,49.085639,20087
Kansas,Jewell,1452,1389,51.10876452,48.89123548,20089
Kansas,Johnson,293223,304332,49.07046213,50.92953787,20091
Kansas,Kearny,1967,1976,49.8858737,50.1141263,20093
Kansas,Kingman,3663,3647,50.10943912,49.89056088,20095
Kansas,Kiowa,1234,1282,49.04610493,50.95389507,20097
Kansas,Labette,9931,10033,49.74454017,50.25545983,20099
Kansas,Lane,788,772,50.51282051,49.48717949,20101
Kansas,Leavenworth,43269,38083,53.18738322,46.81261678,20103
Kansas,Lincoln,1500,1523,49.6195832,50.3804168,20105
Kansas,Linn,4937,4813,50.63589744,49.36410256,20107
Kansas,Logan,1414,1430,49.71870605,50.28129395,20109
Kansas,Lyon,16223,17183,48.56313237,51.43686763,20111
Kansas,Marion,5943,6007,49.73221757,50.26778243,20115
Kansas,Marshall,4841,4881,49.79428101,50.20571899,20117
Kansas,McPherson,13992,14545,49.03108245,50.96891755,20113
Kansas,Meade,2104,2042,50.74770863,49.25229137,20119
Kansas,Miami,16735,16945,49.68824228,50.31175772,20121
Kansas,Mitchell,3113,3037,50.61788618,49.38211382,20123
Kansas,Montgomery,15909,16211,49.52988792,50.47011208,20125
Kansas,Morris,2761,2760,50.00905633,49.99094367,20127
Kansas,Morton,1323,1344,49.60629921,50.39370079,20129
Kansas,Nemaha,5140,5015,50.61546036,49.38453964,20131
Kansas,Neosho,7902,8049,49.53921384,50.46078616,20133
Kansas,Ness,1401,1439,49.33098592,50.66901408,20135
Kansas,Norton,3035,2395,55.893186,44.106814,20137
Kansas,Osage,7989,7952,50.11605295,49.88394705,20139
Kansas,Osborne,1756,1719,50.5323741,49.4676259,20141
Kansas,Ottawa,3009,2793,51.86142709,48.13857291,20143
Kansas,Pawnee,3683,2879,56.12618104,43.87381896,20145
Kansas,Phillips,2638,2679,49.61444424,50.38555576,20147
Kansas,Pottawatomie,12063,12214,49.68900606,50.31099394,20149
Kansas,Pratt,4638,4740,49.45617402,50.54382598,20151
Kansas,Rawlins,1267,1241,50.51834131,49.48165869,20153
Kansas,Reno,31304,31038,50.21333932,49.78666068,20155
Kansas,Republic,2305,2359,49.42109777,50.57890223,20157
Kansas,Rice,4760,4771,49.94229357,50.05770643,20159
Kansas,Riley,38675,35028,52.4741191,47.5258809,20161
Kansas,Rooks,2419,2594,48.2545382,51.7454618,20163
Kansas,Rush,1588,1505,51.34173941,48.65826059,20165
Kansas,Russell,3406,3501,49.31229188,50.68770812,20167
Kansas,Saline,26984,27417,49.60202937,50.39797063,20169
Kansas,Scott,2467,2430,50.37778232,49.62221768,20171
Kansas,Sedgwick,254106,259501,49.47479298,50.52520702,20173
Kansas,Seward,11052,10728,50.74380165,49.25619835,20175
Kansas,Shawnee,85958,91541,48.42731508,51.57268492,20177
Kansas,Sheridan,1274,1259,50.29609159,49.70390841,20179
Kansas,Sherman,2959,2940,50.16104424,49.83895576,20181
Kansas,Smith,1792,1811,49.73633084,50.26366916,20183
Kansas,Stafford,2121,2057,50.76591671,49.23408329,20185
Kansas,Stanton,990,997,49.82385506,50.17614494,20187
Kansas,Stevens,2754,2805,49.5412844,50.4587156,20189
Kansas,Sumner,11519,11477,50.09132023,49.90867977,20191
Kansas,Thomas,3775,3936,48.95603683,51.04396317,20193
Kansas,Trego,1418,1375,50.7697816,49.2302184,20195
Kansas,Wabaunsee,3527,3372,51.12335121,48.87664879,20197
Kansas,Wallace,750,753,49.9001996,50.0998004,20199
Kansas,Washington,2767,2653,51.05166052,48.94833948,20201
Kansas,Wichita,1073,1032,50.97387173,49.02612827,20203
Kansas,Wilson,4289,4376,49.49798038,50.50201962,20205
Kansas,Woodson,1601,1582,50.29846057,49.70153943,20207
Kansas,Wyandotte,82022,83302,49.61288137,50.38711863,20209
Kentucky,Adair,9508,9707,49.48217538,50.51782462,21001
Kentucky,Allen,10446,10676,49.45554398,50.54445602,21003
Kentucky,Anderson,11107,11556,49.00939858,50.99060142,21005
Kentucky,Ballard,3977,4002,49.84333876,50.15666124,21007
Kentucky,Barren,21353,22823,48.33620065,51.66379935,21009
Kentucky,Bath,6111,6272,49.34991521,50.65008479,21011
Kentucky,Bell,13024,13545,49.01953404,50.98046596,21013
Kentucky,Boone,65164,66369,49.54194005,50.45805995,21015
Kentucky,Bourbon,9838,10346,48.74157749,51.25842251,21017
Kentucky,Boyd,23510,23730,49.76714649,50.23285351,21019
Kentucky,Boyle,14993,15107,49.81063123,50.18936877,21021
Kentucky,Bracken,4129,4110,50.11530526,49.88469474,21023
Kentucky,Breathitt,6366,6360,50.02357379,49.97642621,21025
Kentucky,Breckinridge,10249,10139,50.26976653,49.73023347,21027
Kentucky,Bullitt,40302,40767,49.71320727,50.28679273,21029
Kentucky,Butler,6413,6359,50.21139994,49.78860006,21031
Kentucky,Caldwell,6130,6585,48.21077468,51.78922532,21033
Kentucky,Calloway,19061,20074,48.70576211,51.29423789,21035
Kentucky,Campbell,45696,47456,49.05530745,50.94469255,21037
Kentucky,Carlisle,2353,2418,49.31880109,50.68119891,21039
Kentucky,Carroll,5412,5325,50.4051411,49.5948589,21041
Kentucky,Carter,13290,13714,49.21493112,50.78506888,21043
Kentucky,Casey,7702,8186,48.47683787,51.52316213,21045
Kentucky,Christian,38320,33351,53.46653458,46.53346542,21047
Kentucky,Clark,17704,18545,48.839968,51.160032,21049
Kentucky,Clay,10467,9638,52.0616762,47.9383238,21051
Kentucky,Clinton,5014,5192,49.12796394,50.87203606,21053
Kentucky,Crittenden,4488,4427,50.34212002,49.65787998,21055
Kentucky,Cumberland,3245,3414,48.7310407,51.2689593,21057
Kentucky,Daviess,49399,51705,48.85959013,51.14040987,21059
Kentucky,Edmonson,6161,6113,50.19553528,49.80446472,21061
Kentucky,Elliott,4245,3263,56.539691,43.460309,21063
Kentucky,Estill,7033,7165,49.5351458,50.4648542,21065
Kentucky,Fayette,158892,164888,49.07406264,50.92593736,21067
Kentucky,Fleming,7090,7342,49.12694013,50.87305987,21069
Kentucky,Floyd,17523,18322,48.88547915,51.11452085,21071
Kentucky,Franklin,24539,26276,48.290859,51.709141,21073
Kentucky,Fulton,3042,3078,49.70588235,50.29411765,21075
Kentucky,Gallatin,4473,4359,50.64538043,49.35461957,21077
Kentucky,Garrard,8656,8904,49.29384966,50.70615034,21079
Kentucky,Grant,12579,12542,50.07364357,49.92635643,21081
Kentucky,Graves,18254,19063,48.91604363,51.08395637,21083
Kentucky,Grayson,13283,13038,50.46540785,49.53459215,21085
Kentucky,Green,5446,5603,49.28952846,50.71047154,21087
Kentucky,Greenup,17148,18120,48.62198027,51.37801973,21089
Kentucky,Hancock,4494,4264,51.31308518,48.68691482,21091
Kentucky,Hardin,54969,55387,49.81061293,50.18938707,21093
Kentucky,Harlan,12677,13732,48.00257488,51.99742512,21095
Kentucky,Harrison,9228,9550,49.1426137,50.8573863,21097
Kentucky,Hart,9298,9608,49.18015445,50.81984555,21099
Kentucky,Henderson,22006,23585,48.26829857,51.73170143,21101
Kentucky,Henry,7969,8137,49.47845523,50.52154477,21103
Kentucky,Hickman,2084,2337,47.13865641,52.86134359,21105
Kentucky,Hopkins,21976,23092,48.76187095,51.23812905,21107
Kentucky,Jackson,6682,6760,49.7098646,50.2901354,21109
Kentucky,Jefferson,372427,398090,48.33468957,51.66531043,21111
Kentucky,Jessamine,26281,27639,48.740727,51.259273,21113
Kentucky,Johnson,10971,11415,49.00830876,50.99169124,21115
Kentucky,Kenton,82155,83896,49.47576347,50.52423653,21117
Kentucky,Knott,7473,7653,49.40499802,50.59500198,21119
Kentucky,Knox,15336,15968,48.99054434,51.00945566,21121
Kentucky,Larue,7102,7205,49.64003635,50.35996365,21123
Kentucky,Laurel,29725,30944,48.99536831,51.00463169,21125
Kentucky,Lawrence,7758,7813,49.82338963,50.17661037,21127
Kentucky,Lee,3810,3223,54.17318356,45.82681644,21129
Kentucky,Leslie,5062,5081,49.90633935,50.09366065,21131
Kentucky,Letcher,10698,11201,48.85154573,51.14845427,21133
Kentucky,Lewis,6627,6630,49.98868522,50.01131478,21135
Kentucky,Lincoln,12076,12568,49.00178542,50.99821458,21137
Kentucky,Livingston,4540,4702,49.12356633,50.87643367,21139
Kentucky,Logan,13311,13678,49.32009337,50.67990663,21141
Kentucky,Lyon,4388,3621,54.78836309,45.21163691,21143
Kentucky,Madison,44872,47496,48.57959466,51.42040534,21151
Kentucky,Magoffin,6176,6186,49.95955347,50.04044653,21153
Kentucky,Marion,9605,9799,49.50010307,50.49989693,21155
Kentucky,Marshall,15281,15910,48.99169632,51.00830368,21157
Kentucky,Martin,6219,5104,54.92360682,45.07639318,21159
Kentucky,Mason,8305,8845,48.42565598,51.57434402,21161
Kentucky,McCracken,31393,33953,48.04119609,51.95880391,21145
Kentucky,McCreary,9462,7946,54.35431985,45.64568015,21147
Kentucky,McLean,4551,4701,49.18936446,50.81063554,21149
Kentucky,Meade,14460,14255,50.35695629,49.64304371,21163
Kentucky,Menifee,3281,3170,50.86033173,49.13966827,21165
Kentucky,Mercer,10683,11091,49.06310278,50.93689722,21167
Kentucky,Metcalfe,4973,5057,49.58125623,50.41874377,21169
Kentucky,Monroe,5343,5375,49.85071842,50.14928158,21171
Kentucky,Montgomery,13790,14413,48.89550757,51.10449243,21173
Kentucky,Morgan,7627,5718,57.15249157,42.84750843,21175
Kentucky,Muhlenberg,15708,15066,51.04308832,48.95691168,21177
Kentucky,Nelson,22625,23226,49.34461626,50.65538374,21179
Kentucky,Nicholas,3550,3616,49.53949205,50.46050795,21181
Kentucky,Ohio,11991,12096,49.7820401,50.2179599,21183
Kentucky,Oldham,34810,31660,52.36949,47.63051,21185
Kentucky,Owen,5403,5477,49.65992647,50.34007353,21187
Kentucky,Owsley,2208,2264,49.37388193,50.62611807,21189
Kentucky,Pendleton,7406,7123,50.97391424,49.02608576,21191
Kentucky,Perry,12836,13256,49.1951556,50.8048444,21193
Kentucky,Pike,28499,29903,48.79798637,51.20201363,21195
Kentucky,Powell,6177,6265,49.64635911,50.35364089,21197
Kentucky,Pulaski,31566,33057,48.84638596,51.15361404,21199
Kentucky,Robertson,1079,1056,50.53864169,49.46135831,21201
Kentucky,Rockcastle,8185,8565,48.86567164,51.13432836,21203
Kentucky,Rowan,11905,12678,48.42777529,51.57222471,21205
Kentucky,Russell,8756,9065,49.13304528,50.86695472,21207
Kentucky,Scott,27650,28381,49.34768253,50.65231747,21209
Kentucky,Shelby,23581,24937,48.60258049,51.39741951,21211
Kentucky,Simpson,9119,9410,49.21474445,50.78525555,21213
Kentucky,Spencer,9515,9279,50.62785996,49.37214004,21215
Kentucky,Taylor,12483,13066,48.85905515,51.14094485,21217
Kentucky,Todd,6129,6182,49.78474535,50.21525465,21219
Kentucky,Trigg,7259,7384,49.5731749,50.4268251,21221
Kentucky,Trimble,4267,4248,50.11156782,49.88843218,21223
Kentucky,Union,7556,6949,52.09238194,47.90761806,21225
Kentucky,Warren,64205,67059,48.91287786,51.08712214,21227
Kentucky,Washington,5980,6104,49.48692486,50.51307514,21229
Kentucky,Wayne,10174,10294,49.70685949,50.29314051,21231
Kentucky,Webster,6487,6624,49.47753795,50.52246205,21233
Kentucky,Whitley,17835,18407,49.21086033,50.78913967,21235
Kentucky,Wolfe,3515,3662,48.97589522,51.02410478,21237
Kentucky,Woodford,12773,13760,48.14005201,51.85994799,21239
Louisiana,Acadia,30342,31848,48.7891944,51.2108056,22001
Louisiana,Allen,14516,11089,56.69205233,43.30794767,22003
Louisiana,Ascension,61555,63117,49.37355621,50.62644379,22005
Louisiana,Assumption,10819,11481,48.51569507,51.48430493,22007
Louisiana,Avoyelles,20408,20054,50.43744748,49.56255252,22009
Louisiana,Beauregard,18888,18365,50.70195689,49.29804311,22011
Louisiana,Bienville,6381,6927,47.94860234,52.05139766,22013
Louisiana,Bossier,62919,64266,49.47045642,50.52954358,22015
Louisiana,Caddo,114969,127953,47.32753723,52.67246277,22017
Louisiana,Calcasieu,99313,103799,48.89568317,51.10431683,22019
Louisiana,Caldwell,5124,4836,51.44578313,48.55421687,22021
Louisiana,Cameron,3468,3500,49.77037887,50.22962113,22023
Louisiana,Catahoula,5078,4530,52.85179017,47.14820983,22025
Louisiana,Claiborne,9028,6916,56.62318113,43.37681887,22027
Louisiana,Concordia,9931,9641,50.74085428,49.25914572,22029
Louisiana,De Soto,13232,14204,48.22860475,51.77139525,22031
Louisiana,East Baton Rouge,210609,230347,47.76190822,52.23809178,22033
Louisiana,East Carroll,3811,3226,54.15660082,45.84339918,22035
Louisiana,East Feliciana,10486,8819,54.31753432,45.68246568,22037
Louisiana,Evangeline,17001,16442,50.83575038,49.16424962,22039
Louisiana,Franklin,9752,10404,48.3826156,51.6173844,22041
Louisiana,Grant,12576,9906,55.9380838,44.0619162,22043
Louisiana,Iberia,34708,36233,48.92516316,51.07483684,22045
Louisiana,Iberville,16553,16168,50.5883072,49.4116928,22047
Louisiana,Jackson,8158,7744,51.30172305,48.69827695,22049
Louisiana,Jefferson,210118,223933,48.40859715,51.59140285,22051
Louisiana,Jefferson Davis,15468,16114,48.97726553,51.02273447,22053
Louisiana,Lafayette,118148,124634,48.66423376,51.33576624,22055
Louisiana,Lafourche,48123,49992,49.04754625,50.95245375,22057
Louisiana,LaSalle,7732,7185,51.83347858,48.16652142,22059
Louisiana,Lincoln,22948,24248,48.62276464,51.37723536,22061
Louisiana,Livingston,68810,70757,49.30248554,50.69751446,22063
Louisiana,Madison,5540,5621,49.63712929,50.36287071,22065
Louisiana,Morehouse,12212,13186,48.08252618,51.91747382,22067
Louisiana,Natchitoches,18589,20070,48.084534,51.915466,22069
Louisiana,Orleans,185068,205938,47.331243,52.668757,22071
Louisiana,Ouachita,74050,80425,47.93655931,52.06344069,22073
Louisiana,Plaquemines,11805,11605,50.42716788,49.57283212,22075
Louisiana,Pointe Coupee,10543,11397,48.05378304,51.94621696,22077
Louisiana,Rapides,63168,67394,48.3816118,51.6183882,22079
Louisiana,Red River,4078,4399,48.1066415,51.8933585,22081
Louisiana,Richland,9852,10340,48.79160063,51.20839937,22083
Louisiana,Sabine,11862,12170,49.35918775,50.64081225,22085
Louisiana,St. Bernard,22896,23825,49.00580039,50.99419961,22087
Louisiana,St. Charles,25940,26939,49.05539061,50.94460939,22089
Louisiana,St. Helena,4947,5315,48.2069772,51.7930228,22091
Louisiana,St. James,10161,10876,48.30061321,51.69938679,22093
Louisiana,St. John the Baptist,21066,22118,48.78195628,51.21804372,22095
Louisiana,St. Landry,39950,42814,48.26977913,51.73022087,22097
Louisiana,St. Martin,26359,27262,49.15797915,50.84202085,22099
Louisiana,St. Mary,24545,25229,49.31289428,50.68710572,22101
Louisiana,St. Tammany,125280,132831,48.53725723,51.46274277,22103
Louisiana,Tangipahoa,64790,68987,48.4313447,51.5686553,22105
Louisiana,Tensas,2158,2304,48.36396235,51.63603765,22107
Louisiana,Terrebonne,54649,56372,49.22402068,50.77597932,22109
Louisiana,Union,11056,11274,49.51186744,50.48813256,22111
Louisiana,Vermilion,28974,30856,48.42721043,51.57278957,22113
Louisiana,Vernon,26045,22815,53.30536226,46.69463774,22115
Louisiana,Washington,23027,23555,49.43325748,50.56674252,22117
Louisiana,Webster,18861,19937,48.61333058,51.38666942,22119
Louisiana,West Baton Rouge,13047,13380,49.36996254,50.63003746,22121
Louisiana,West Carroll,5588,5394,50.88326352,49.11673648,22123
Louisiana,West Feliciana,10106,5354,65.3686934,34.6313066,22125
Louisiana,Winn,7575,6559,53.59417009,46.40582991,22127
Maine,Androscoggin,52706,54973,48.94733421,51.05266579,23001
Maine,Aroostook,33186,33925,49.44941962,50.55058038,23003
Maine,Cumberland,142464,151093,48.5302684,51.4697316,23005
Maine,Franklin,14676,15221,49.08853731,50.91146269,23007
Maine,Hancock,26549,28262,48.43735746,51.56264254,23009
Maine,Kennebec,59519,62564,48.75289762,51.24710238,23011
Maine,Knox,19617,20154,49.32488497,50.67511503,23013
Maine,Lincoln,16852,17490,49.07110826,50.92889174,23015
Maine,Oxford,28505,29113,49.4723871,50.5276129,23017
Maine,Penobscot,74754,76342,49.47450627,50.52549373,23019
Maine,Piscataquis,8378,8422,49.86904762,50.13095238,23021
Maine,Sagadahoc,17314,18320,48.58842678,51.41157322,23023
Maine,Somerset,25163,25429,49.73711259,50.26288741,23025
Maine,Waldo,19517,20177,49.1686401,50.8313599,23027
Maine,Washington,15567,15923,49.43474119,50.56525881,23029
Maine,York,100606,105623,48.78363373,51.21636627,23031
Maryland,Allegany,36998,33977,52.12821416,47.87178584,24001
Maryland,Anne Arundel,285333,290698,49.53431326,50.46568674,24003
Maryland,Baltimore,392710,435721,47.40406866,52.59593134,24005
Maryland,Baltimore city,282375,320120,46.86760886,53.13239114,24510
Maryland,Calvert,45613,46390,49.57773116,50.42226884,24009
Maryland,Caroline,16326,16978,49.0211386,50.9788614,24011
Maryland,Carroll,83295,85134,49.45407264,50.54592736,24013
Maryland,Cecil,51039,51787,49.63627876,50.36372124,24015
Maryland,Charles,77776,83727,48.15761936,51.84238064,24017
Maryland,Dorchester,15211,16787,47.53734608,52.46265392,24019
Maryland,Frederick,126126,129522,49.33580548,50.66419452,24021
Maryland,Garrett,14389,14774,49.33991702,50.66008298,24023
Maryland,Harford,124388,129568,48.98013829,51.01986171,24025
Maryland,Howard,158137,165059,48.92913279,51.07086721,24027
Maryland,Kent,9242,10141,47.68095754,52.31904246,24029
Maryland,Montgomery,508919,543648,48.35027129,51.64972871,24031
Maryland,Prince George's,437746,471562,48.14056403,51.85943597,24033
Maryland,Queen Anne's,24945,25306,49.64080317,50.35919683,24035
Maryland,Somerset,13878,11797,54.05258033,45.94741967,24039
Maryland,St. Mary's,56159,56505,49.84644607,50.15355393,24037
Maryland,Talbot,17461,19507,47.23274183,52.76725817,24041
Maryland,Washington,76833,74093,50.90772962,49.09227038,24043
Maryland,Wicomico,48895,54300,47.38117157,52.61882843,24045
Maryland,Worcester,25127,26696,48.48619339,51.51380661,24047
Massachusetts,Barnstable,102092,111321,47.83776059,52.16223941,25001
Massachusetts,Berkshire,61187,65161,48.42735936,51.57264064,25003
Massachusetts,Bristol,273143,290879,48.4277209,51.5722791,25005
Massachusetts,Dukes,8557,8795,49.31420009,50.68579991,25007
Massachusetts,Essex,381264,409374,48.22232172,51.77767828,25009
Massachusetts,Franklin,34435,36528,48.52528783,51.47471217,25011
Massachusetts,Hampden,227388,243018,48.33866915,51.66133085,25013
Massachusetts,Hampshire,75345,86010,46.69517523,53.30482477,25015
Massachusetts,Middlesex,790488,824226,48.95529487,51.04470513,25017
Massachusetts,Nantucket,5769,5558,50.93140284,49.06859716,25019
Massachusetts,Norfolk,339234,366154,48.09183031,51.90816969,25021
Massachusetts,Plymouth,251872,266260,48.61155072,51.38844928,25023
Massachusetts,Suffolk,390083,417169,48.32233305,51.67766695,25025
Massachusetts,Worcester,409671,421168,49.30810903,50.69189097,25027
Michigan,Alcona,5224,5138,50.4149778,49.5850222,26001
Michigan,Alger,5033,4064,55.32593163,44.67406837,26003
Michigan,Allegan,58615,58712,49.95866254,50.04133746,26005
Michigan,Alpena,13976,14384,49.28067701,50.71932299,26007
Michigan,Antrim,11617,11748,49.71966617,50.28033383,26009
Michigan,Arenac,7584,7457,50.42217938,49.57782062,26011
Michigan,Baraga,4586,3734,55.12019231,44.87980769,26013
Michigan,Barry,30784,30373,50.33602041,49.66397959,26015
Michigan,Bay,51068,52855,49.14022882,50.85977118,26017
Michigan,Benzie,8814,8939,49.64794683,50.35205317,26019
Michigan,Berrien,75450,78691,48.94868984,51.05131016,26021
Michigan,Branch,22485,21137,51.54509193,48.45490807,26023
Michigan,Calhoun,65817,68670,48.93930268,51.06069732,26025
Michigan,Cass,25919,25734,50.17907963,49.82092037,26027
Michigan,Charlevoix,12988,13256,49.4894071,50.5105929,26029
Michigan,Cheboygan,12673,12740,49.8681777,50.1318223,26031
Michigan,Chippewa,20711,16806,55.20430738,44.79569262,26033
Michigan,Clare,15375,15382,49.98862048,50.01137952,26035
Michigan,Clinton,39234,40098,49.45545303,50.54454697,26037
Michigan,Crawford,7062,6839,50.80210057,49.19789943,26039
Michigan,Delta,17808,18049,49.66394288,50.33605712,26041
Michigan,Dickinson,12723,12660,50.12409881,49.87590119,26043
Michigan,Eaton,53971,55855,49.14227961,50.85772039,26045
Michigan,Emmet,16414,16894,49.27945238,50.72054762,26047
Michigan,Genesee,196242,210650,48.22950562,51.77049438,26049
Michigan,Gladwin,12814,12523,50.57425899,49.42574101,26051
Michigan,Gogebic,8126,6970,53.82882883,46.17117117,26053
Michigan,Grand Traverse,45296,47277,48.9300336,51.0699664,26055
Michigan,Gratiot,21804,18795,53.7057563,46.2942437,26057
Michigan,Hillsdale,22763,22986,49.75627883,50.24372117,26059
Michigan,Houghton,19588,16631,54.0821116,45.9178884,26061
Michigan,Huron,15439,15727,49.53795803,50.46204197,26063
Michigan,Ingham,142571,150164,48.70309324,51.29690676,26065
