state,county,% Age 0 to 29 years,% Age 30 to 39,% Age 40 to 49 years,% Age 50 to 59 years,% Age 60 to 69 years,% Age 70 to 79,% Age 80 to 85+,fips
Indiana,Grant,39.37454501,10.13103616,11.13049017,13.20674594,12.78512497,8.383887406,4.988170347,18053
Indiana,Greene,34.86846216,11.01355996,12.47578579,14.9253265,13.35062176,8.732737612,4.633506218,18055
Indiana,Hamilton,40.03138576,14.204783,14.73888623,13.33076835,9.683839969,5.319522791,2.690813909,18057
Indiana,Hancock,36.75393904,13.01489175,13.12883918,14.53550052,11.73265576,7.360741837,3.473431913,18059
Indiana,Harrison,35.50929368,12.32218092,12.43370508,14.91449814,13.27633209,7.747211896,3.796778191,18061
Indiana,Hendricks,38.9841266,13.98906646,14.16031471,13.23222102,10.54015053,6.044584424,3.049536253,18063
Indiana,Henry,35.31105633,11.48515672,12.95809078,14.40202192,12.82964927,8.417062004,4.59696298,18065
Indiana,Howard,37.02620013,11.24735935,11.8094845,13.6646189,12.71276983,8.726901877,4.81266542,18067
Indiana,Huntington,37.53863135,11.77152318,11.87913907,14.27704194,12.75110375,7.279249448,4.503311258,18069
Indiana,Jackson,38.38951735,12.76779035,12.73605223,13.30053728,11.58894607,7.175081046,4.042075673,18071
Indiana,Jasper,38.51962841,11.11777045,12.32544201,13.78483668,12.36140246,7.88432724,4.006592748,18073
Indiana,Jay,39.78038914,10.55673281,11.71257946,13.46079753,12.27123868,7.801964939,4.416297438,18075
Indiana,Jefferson,36.79210134,11.59028813,12.25161451,14.3442623,13.065077,8.094262295,3.862394436,18077
Indiana,Jennings,37.97037413,10.75296078,13.40045634,15.00488936,11.70910145,7.953351925,3.208866032,18079
Indiana,Johnson,40.05760922,13.67706833,13.14258281,12.83149304,10.52904465,6.428548568,3.333653385,18081
Indiana,Knox,40.06233907,11.70077246,10.60577314,13.08578398,12.27808646,7.708361567,4.558883318,18083
Indiana,Kosciusko,39.70054446,12.22398669,11.40224844,13.25746118,12.20130067,7.333887881,3.88057068,18085
Indiana,LaGrange,47.92016273,11.24586829,10.88990592,10.93058734,9.872870582,6.178489703,2.962115434,18087
Indiana,Lake,38.36576791,12.45347443,12.41714164,13.41588032,12.26644316,6.931304202,4.149988336,18089
Indiana,LaPorte,36.72039052,12.53465689,12.23376694,13.7118547,12.94008563,7.888588908,3.970656413,18091
Indiana,Lawrence,34.99167908,11.21792064,12.38722957,14.3382675,13.34194622,8.938425155,4.784531838,18093
Indiana,Madison,36.66124143,12.34794548,12.67345979,13.45253431,12.33560371,8.107774547,4.421440748,18095
Indiana,Marion,42.95253857,14.79956425,11.78836666,12.15100506,10.13638221,5.145442928,3.026700326,18097
Indiana,Marshall,39.01574122,10.99074555,11.87943262,13.48166407,12.48270195,7.453295278,4.696419305,18099
Indiana,Martin,35.20602917,11.01106,11.68640501,14.49544876,14.40736028,8.662033865,4.531662915,18101
Indiana,Miami,36.19085107,12.74777181,13.27072848,13.7711924,12.08142379,7.92307476,4.014957685,18103
Indiana,Monroe,50.18547888,11.86111886,9.683698959,9.89674442,9.639456292,5.584785968,3.148716622,18105
Indiana,Montgomery,38.31951181,11.19543107,11.68831169,14.12142075,12.14989829,7.844364471,4.68106191,18107
Indiana,Morgan,36.31125563,11.27987906,12.88436306,15.44725883,12.9642307,7.628786582,3.48422614,18109
Indiana,Newton,34.31589465,11.41246164,12.12618657,15.02390979,13.98187139,8.61465991,4.525016059,18111
Indiana,Noble,39.2766978,11.74156358,12.46739039,13.72338635,12.49684423,6.742825886,3.551291761,18113
Indiana,Ohio,30.56125941,10.83162218,11.77275838,16.78644764,14.93839836,10.35249829,4.757015743,18115
Indiana,Orange,36.12807225,10.98055313,11.63220278,14.36194777,13.60767612,8.830622402,4.458925548,18117
Indiana,Owen,33.84024946,10.80355001,12.15159511,16.06140561,14.61261693,8.735907892,3.794674982,18119
Indiana,Parke,35.93666923,11.92768949,11.75045785,14.11354641,13.32191174,8.713889053,4.235836238,18121
Indiana,Perry,35.70306774,12.67406554,12.03015391,13.74201654,13.45408858,7.617003455,4.77960423,18123
Indiana,Pike,34.51248993,10.95890411,12.33682514,14.38356164,14.23851732,8.751007252,4.818694601,18125
Indiana,Porter,37.13928559,12.93383021,12.93147163,13.56769697,12.77403682,7.002606224,3.651072562,18127
Indiana,Posey,35.01174628,11.69146437,11.86374315,14.71808927,14.43226312,7.877838684,4.404855129,18129
Indiana,Pulaski,35.49603015,11.17170583,11.92557543,14.29946267,13.81826931,8.533162242,4.75579437,18131
Indiana,Putnam,40.32663649,11.54874401,11.78167765,13.51809206,11.51168639,7.181238254,4.131925144,18133
Indiana,Randolph,36.20779848,10.43821174,12.32948372,13.67751801,13.00551286,8.864834413,5.476640779,18135
Indiana,Ripley,37.92027487,11.16642709,12.33040003,14.07635943,12.24275146,7.818251937,4.445535182,18137
Indiana,Rush,36.68607094,10.85038709,12.27870131,14.54720038,12.84282542,8.06577447,4.729040389,18139
Indiana,Scott,36.97127063,11.6634559,13.52290812,14.55314515,12.0864394,7.768657341,3.434123461,18143
Indiana,Shelby,36.67391743,11.67223555,12.56026731,14.73101159,12.86749041,7.398022111,4.097055592,18145
Indiana,Spencer,34.61897968,11.05918237,12.09721061,15.33920401,13.74526492,8.69287155,4.44728686,18147
Indiana,St. Joseph,41.56870566,12.49284451,11.51489635,12.29452194,11.68404297,6.34447559,4.10051298,18141
Indiana,Starke,36.38107696,11.26662307,12.23457598,13.93939394,14.06583824,8.214519294,3.897972531,18149
Indiana,Steuben,36.25744521,10.038744,11.40924073,14.43647719,14.58971838,8.960272943,4.308101544,18151
Indiana,Sullivan,34.88641856,13.3977767,13.6442726,13.61527308,12.26679555,7.921701305,4.267762204,18153
Indiana,Switzerland,37.52915928,11.62638798,12.38219651,14.52831949,12.24223197,7.772697583,3.919007185,18155
Indiana,Tippecanoe,52.41649745,11.71159504,9.991297501,9.626103353,8.547615101,4.821080767,2.885810783,18157
Indiana,Tipton,34.28741407,10.33183501,12.4669487,14.61528292,13.67001586,9.498942359,5.129561079,18159
Indiana,Union,34.70228791,10.77163564,12.30638056,15.90166264,13.45743925,8.640045474,4.220548529,18161
Indiana,Vanderburgh,38.78402422,13.13172058,11.22315913,12.99357919,12.56036779,6.788267928,4.518881165,18163
Indiana,Vermillion,35.56431294,10.85987467,12.75922217,13.60553007,13.77349958,8.721493637,4.716066929,18165
Indiana,Vigo,42.40310655,12.04626301,11.19978396,11.93358538,11.32270501,6.982288194,4.112267893,18167
Indiana,Wabash,36.46419437,10.51790281,11.47378517,13.57097187,13.04987212,8.654092072,6.269181586,18169
Indiana,Warren,34.52741135,10.96454072,12.27157207,14.83722619,13.34866271,9.040300133,5.010286821,18171
Indiana,Warrick,36.65670401,12.14218358,13.22901849,13.79800853,12.53536209,7.692553583,3.946169706,18173
Indiana,Washington,36.86433096,11.48767133,12.7223276,14.80513903,12.91199943,7.622660416,3.585871238,18175
Indiana,Wayne,36.95704926,11.40499879,11.99496481,13.59196797,12.89583839,8.091179325,5.064001456,18177
Indiana,Wells,38.22236404,11.60036872,11.28483301,13.56803517,12.81642204,7.583492874,4.924484152,18179
Indiana,White,36.77122612,10.18522355,11.96287242,13.40902499,14.05544275,8.685202834,4.931007334,18181
Indiana,Whitley,36.62910137,11.66285144,12.37307038,14.05470447,13.44720315,7.480777132,4.35229207,18183
Iowa,Adair,33.54098825,11.46821464,10.09486054,14.61135495,14.24323942,8.494973807,7.546368399,19001
Iowa,Adams,32.89437586,10.83676269,9.903978052,15.44581619,14.59533608,10.20576132,6.117969822,19003
Iowa,Allamakee,35.55523424,10.27327935,9.825043378,13.84470792,14.9869867,9.456333141,6.058415269,19005
Iowa,Appanoose,34.37324114,10.55720833,10.66977567,13.63672911,14.69003779,9.905925866,6.167082094,19007
Iowa,Audubon,32.47366509,9.553214675,9.807482746,15.3650563,14.6567381,9.880130766,8.263712314,19009
Iowa,Benton,35.51595039,11.30567038,11.89064816,15.57210826,12.62382029,7.889400203,5.202402309,19011
Iowa,Black Hawk,43.585735,12.15787566,10.37021932,11.2349707,11.67905263,6.649900308,4.32224639,19013
Iowa,Boone,34.80604266,12.73438093,11.98663934,14.37409853,13.97176042,7.287633796,4.839444318,19015
Iowa,Bremer,39.14298312,11.62865274,11.32400689,12.10967251,11.78899266,8.393794845,5.611897222,19017
Iowa,Buchanan,38.64804944,12.33548752,11.17033822,13.44874758,12.13264777,7.679607529,4.58512194,19019
Iowa,Buena Vista,42.64868673,12.59434437,10.23447721,12.0861427,11.46221194,6.19905404,4.775083023,19021
Iowa,Butler,34.50718756,11.36254213,10.92234679,13.30903088,14.1825435,9.154687393,6.561661737,19023
Iowa,Calhoun,34.58088463,11.47540984,10.18661718,12.8157542,14.48602949,8.928755542,7.526549129,19025
Iowa,Carroll,37.21345639,10.99533591,10.64801032,13.68462836,13.19837253,7.591545103,6.668651384,19027
Iowa,Cass,34.57849961,10.27068832,10.58778036,13.7896365,14.10672854,9.706109822,6.960556845,19029
Iowa,Cedar,34.2030386,11.65512428,12.18661083,14.91383476,13.5824341,7.757556236,5.701401192,19031
Iowa,Cerro Gordo,34.43618543,11.19656717,10.58691115,14.22139893,14.60595118,8.54456351,6.408422632,19033
Iowa,Cherokee,33.45110856,10.5909372,9.822453847,13.84153343,15.26366929,8.965639078,8.064658599,19035
Iowa,Chickasaw,35.91608158,10.45636911,10.53159478,14.41825476,14.20093614,8.559010364,5.91775326,19037
Iowa,Clarke,38.54398811,11.85397432,11.0049878,13.20174042,12.85153348,7.386182744,5.157593123,19039
Iowa,Clay,35.44068427,12.17924879,10.94582868,13.07177389,13.69778108,8.200074377,6.4646089,19041
Iowa,Clayton,32.84916838,10.07063112,10.26429711,14.45659604,15.97174755,9.575074049,6.81248576,19043
Iowa,Clinton,36.06775872,11.16127091,11.33539705,14.51266177,13.18844318,8.338707597,5.395760781,19045
Iowa,Crawford,40.15036718,12.02354587,11.37078914,12.58305164,11.55146287,7.419279636,4.901503672,19047
Iowa,Dallas,41.68440896,16.57241073,13.87669106,11.26635618,8.656021291,4.891328454,3.052783322,19049
Iowa,Davis,42.58622602,10.72418765,10.63546634,11.91083509,11.81102362,7.164245314,5.16801597,19051
Iowa,Decatur,43.97972117,9.37896071,9.302915082,10.77313054,12.29404309,8.276299113,5.994930292,19053
Iowa,Delaware,36.00679595,10.76220048,10.94967485,15.16198957,13.79108325,7.6454391,5.682816802,19055
Iowa,Des Moines,35.69421023,11.69962696,11.27037662,13.45495426,13.54182636,8.689764423,5.649241147,19057
Iowa,Dickinson,30.65935988,10.2664257,11.02431062,13.36209409,17.09321984,10.65119804,6.943391827,19059
Iowa,Dubuque,39.34685196,12.14921428,10.60152394,13.26842464,12.40733475,7.144774609,5.081875813,19061
Iowa,Emmet,35.31827515,11.2936345,10.72084729,13.16329839,14.84923808,8.170323138,6.484383443,19063
Iowa,Fayette,36.0681587,10.41709054,9.88301119,14.44557477,14.01831129,8.763987792,6.403865717,19065
Iowa,Floyd,36.13983884,10.72266988,10.59577438,14.02195292,13.18444261,9.307785039,6.027536324,19067
Iowa,Franklin,35.47016989,11.00355591,10.64796523,13.58158831,14.4211774,8.830501778,6.045041486,19069
Iowa,Fremont,33.76233376,10.66781067,10.82511083,13.68511369,15.65851566,8.866008866,6.535106535,19071
Iowa,Greene,35.56396838,10.43313662,10.74490591,13.47288721,14.30798352,8.941097873,6.536020488,19073
Iowa,Grundy,35.69570871,11.50845254,11.21586476,13.52405722,12.9470091,8.907672302,6.201235371,19075
Iowa,Guthrie,33.94589552,10.37313433,11.27798507,14.30037313,14.56156716,9.104477612,6.436567164,19077
Iowa,Hamilton,35.26618513,11.57035848,11.26270733,14.15195292,13.476458,7.945425361,6.326912788,19079
Iowa,Hancock,34.06460045,10.82897685,10.91299477,13.84428678,14.80582524,8.625840179,6.917475728,19081
Iowa,Hardin,33.7562248,11.26986009,10.89044344,13.77163861,14.67275314,8.679155798,6.959924117,19083
Iowa,Harrison,35.41814065,10.86033678,11.87208151,14.71628697,13.42861186,8.369888213,5.334654026,19085
Iowa,Henry,37.61399312,11.87521802,11.82040165,13.31041013,12.2788658,8.082922211,5.018189067,19087
Iowa,Howard,36.8890824,10.86317623,10.36246871,13.92184609,13.0510504,8.599107434,6.313268749,19089
Iowa,Humboldt,35.03718446,12.10851576,10.20215775,13.56447051,13.72158793,8.452917147,6.91316644,19091
Iowa,Ida,36.07659699,11.1679579,9.808507528,13.28753106,14.03303611,8.668323345,6.958047069,19093
Iowa,Iowa,35.97050988,11.54823121,11.3251967,14.67071433,13.14664519,7.409702001,5.929000681,19095
Iowa,Jackson,34.78797859,10.6010704,10.79147797,15.19658296,14.002676,8.78447921,5.83573487,19097
Iowa,Jasper,35.57487819,12.54475462,12.14902953,13.81269012,12.48014645,7.968341993,5.470159098,19099
Iowa,Jefferson,36.71182199,11.70230129,9.634949132,11.23986725,17.27327131,8.916816278,4.520972744,19101
Iowa,Johnson,49.66018776,13.35118339,10.5361629,9.863810657,9.111463705,4.814227159,2.662964432,19103
Iowa,Jones,33.87003471,12.21075974,11.82028538,14.60181257,13.27130737,8.257809487,5.967990744,19105
Iowa,Keokuk,35.24694377,10.89486553,10.78728606,13.82885086,14.06356968,8.782396088,6.39608802,19107
Iowa,Kossuth,33.97504695,10.57150523,9.471424738,14.27421519,14.50898846,9.169573383,8.029246042,19109
Iowa,Lee,34.86125385,11.59888416,11.37865218,14.22404933,14.24460432,8.768169138,4.924387021,19111
Iowa,Linn,39.32468383,13.50322475,12.33549792,12.98177585,11.16245922,6.630545928,4.0618125,19113
Iowa,Louisa,36.27898648,12.23923359,11.48715194,14.79989256,12.67794789,7.556629958,4.960157579,19115
Iowa,Lucas,36.14806246,9.84384037,10.45691151,14.30884905,14.11220359,8.953152111,6.176980914,19117
Iowa,Lyon,40.67394801,11.87029041,11.22682245,11.5654898,11.87875709,6.874947083,5.909745153,19119
Iowa,Madison,36.63610068,11.85303711,13.64391655,14.18548834,12.33306665,7.114283956,4.234106714,19121
Iowa,Mahaska,39.12727273,11.8,11.39090909,12.63181818,12.56363636,7.381818182,5.104545455,19123
Iowa,Marion,39.48872991,11.4437094,11.50357709,13.40138294,11.86877002,7.48346155,4.810369084,19125
Iowa,Marshall,39.56879518,12.0707336,10.70258373,12.73104725,12.39338686,7.293464396,5.239988995,19127
Iowa,Mills,35.50421563,11.17971188,12.93235079,14.47918741,13.9945562,7.873597557,4.036380535,19129
Iowa,Mitchell,36.65436654,10.28479516,10.33210332,14.41952881,12.96243732,8.118081181,7.228687671,19131
Iowa,Monona,34.18596613,9.897453624,10.2315935,13.4347275,14.11452932,9.828321235,8.307408688,19133
Iowa,Monroe,36.07188703,11.3478819,11.68164313,13.6071887,13.44030809,8.536585366,5.314505777,19135
Iowa,Montgomery,35.16944917,10.20693792,11.21663501,13.96581026,14.61561532,8.527441767,6.298110567,19137
Iowa,Muscatine,39.80758928,12.22250693,11.64946773,13.12399543,12.02217615,7.204919751,3.969344732,19139
Iowa,O'Brien,37.09537572,11.11271676,10.45520231,13.13583815,13.15751445,7.579479769,7.463872832,19141
Iowa,Osceola,35.48013245,10.5794702,10.23178808,14.08940397,13.69205298,8.92384106,7.003311258,19143
Iowa,Page,32.6513214,11.99422913,12.48606466,12.75493475,14.54521608,8.944848843,6.62338514,19145
Iowa,Palo Alto,37.14861687,10.85227909,10.15791242,12.68899093,13.36095867,8.220405421,7.5708366,19147
Iowa,Plymouth,37.98764694,11.49232915,11.75532975,13.47280335,12.63199841,7.539350468,5.120541941,19149
Iowa,Pocahontas,34.46587537,10.16320475,9.480712166,14.45103858,15.08902077,9.465875371,6.884272997,19151
Iowa,Polk,41.52716316,14.95554224,12.58487205,12.35991494,10.06847234,5.404922784,3.099112487,19153
Iowa,Pottawattamie,38.14589503,12.23311558,11.68143864,13.5513669,12.74630344,7.241294516,4.400585889,19155
Iowa,Poweshiek,39.68661426,9.888229317,10.09679662,12.72795337,12.97930371,8.417562436,6.203540296,19157
Iowa,Ringgold,34.35990338,10.70853462,9.641706924,13.06360709,14.25120773,9.863123994,8.111916264,19159
Iowa,Sac,33.85121926,10.19652228,10.21710052,14.09610042,14.96038687,8.539973248,8.138697397,19161
Iowa,Scott,38.54215359,13.54547186,12.14544993,13.09014733,11.81708535,6.812555184,4.047136765,19163
Iowa,Shelby,34.28053204,9.664881672,10.70133011,15.15805839,13.6983935,8.878908274,7.61789601,19165
Iowa,Sioux,45.62433756,11.73336389,10.05184909,11.02867455,10.49299608,6.035692801,5.033086024,19167
Iowa,Story,55.38759492,10.60904133,8.569389939,8.733499822,8.709036237,4.777534275,3.213903471,19169
Iowa,Tama,37.2219593,10.57146238,10.95598675,13.96119262,13.54117369,7.856128727,5.892096545,19171
Iowa,Taylor,35.87465676,11.61363269,10.33758682,13.37425295,13.32579551,8.916168632,6.557906639,19173
Iowa,Union,37.0580144,11.708067,10.80184481,13.22922567,12.69520188,8.714297273,5.793348976,19175
Iowa,Van Buren,34.34472934,10.6980057,10.47008547,14.25925926,15.21367521,9.202279202,5.811965812,19177
Iowa,Wapello,38.23320551,12.18292856,11.51825025,12.98679165,12.77943474,7.487572788,4.811816503,19179
Iowa,Warren,39.68583516,12.81729865,12.59205578,13.22273582,11.17204638,6.759244751,3.750783453,19181
Iowa,Washington,38.28192042,11.2957861,11.11060928,13.39596224,12.5649248,7.836141096,5.514656068,19183
Iowa,Wayne,37.54100922,10.3577566,9.436025621,12.54491486,13.85720981,9.404780503,6.85830339,19185
Iowa,Webster,39.83515726,11.27711773,10.48046972,12.95862392,12.88695317,7.42067977,5.140998429,19187
Iowa,Winnebago,36.77505229,10.71496482,10.70545731,12.65449705,14.11865374,8.176459403,6.854915383,19189
Iowa,Winneshiek,38.32942234,9.651006041,9.93559339,13.58530131,14.05961356,8.277996904,6.161066454,19191
Iowa,Woodbury,42.4657935,12.739543,11.64532519,12.11343976,11.06115722,6.267859059,3.706882259,19193
Iowa,Worth,34.18757547,11.16328995,11.4584731,14.62498323,14.46397424,8.184623641,5.91708037,19195
Iowa,Wright,36.12293144,10.33096927,10.37037037,12.69503546,14.30260047,8.668242711,7.509850276,19197
Kansas,Allen,36.96560591,11.34683382,11.2423658,12.80135005,13.45226615,8.526197364,5.665380906,20001
Kansas,Anderson,37.47143945,10.6752983,10.31987814,13.41711094,12.49047982,9.393247017,6.232546332,20003
Kansas,Atchison,42.2590008,11.10356327,10.43660841,12.49305255,11.51114679,7.410609523,4.78601865,20005
Kansas,Barber,34.19051878,11.47137746,8.966905188,13.61806798,15.96601073,10.46511628,5.322003578,20007
Kansas,Barton,38.19080081,11.95664662,9.704722148,13.30856727,13.5613343,7.498755314,5.779173528,20009
Kansas,Bourbon,40.51047567,10.9056166,10.50979322,11.69043882,12.93250529,8.032484815,5.418685593,20011
Kansas,Brown,37.19524901,11.4086268,10.22087935,13.17982913,13.97166076,8.897687018,5.126067931,20013
Kansas,Butler,39.84572755,12.7716618,12.22646596,13.2419681,11.72620385,6.208342695,3.979630046,20015
Kansas,Chase,34.08139977,9.699505515,10.5363256,13.7694941,14.07379232,11.10688475,6.732597946,20017
Kansas,Chautauqua,31.15744938,10.93986099,9.459051073,13.32728921,15.23118767,12.60199456,7.28316712,20019
Kansas,Cherokee,35.74319261,11.42643018,11.73619785,14.60904322,13.12515613,8.768423682,4.591556333,20021
Kansas,Cheyenne,33.30827068,10.41353383,9.323308271,11.61654135,15.33834586,10.71428571,9.285714286,20023
Kansas,Clark,37.8553616,11.22194514,10.27431421,12.01995012,12.06982544,8.778054863,7.780548628,20025
Kansas,Clay,34.90058772,11.57934225,10.95410779,12.35463299,13.63011129,9.741152932,6.840065024,20027
Kansas,Cloud,37.64463283,11.34150533,9.840760683,12.77351358,12.85370604,8.557681292,6.988200252,20029
Kansas,Coffey,34.68966355,10.87088546,11.30815013,14.19895542,14.51475768,9.194704239,5.222883518,20031
Kansas,Comanche,34.61098398,9.95423341,10.46910755,12.41418764,14.47368421,11.61327231,6.464530892,20033
Kansas,Cowley,39.60758703,11.99102732,11.2641263,12.59299222,11.70424215,7.848259413,4.991765574,20035
Kansas,Crawford,46.2646403,11.18173198,10.24116456,11.04846357,10.55383275,6.491709167,4.218457674,20037
Kansas,Decatur,30.37269244,10.03134796,8.11563915,13.96725879,16.99756183,10.06617903,10.44932079,20039
Kansas,Dickinson,36.15964097,12.13869744,11.1823476,13.72014746,12.88133782,7.811080836,6.106747876,20041
Kansas,Doniphan,37.94584744,11.45535017,10.92163499,13.09554803,13.23873991,7.940640458,5.402239,20043
Kansas,Douglas,49.56520307,12.97885306,10.33136796,9.762343951,9.407424487,5.06439606,2.89041141,20045
Kansas,Edwards,35.06493506,10.21411021,10.63531064,14.28571429,15.26851527,8.634608635,5.896805897,20047
Kansas,Elk,30.82137161,8.213716108,9.011164274,13.83572568,17.02551834,12.63955343,8.452950558,20049
Kansas,Ellis,45.90038314,12.1107628,9.944270289,10.6025775,11.06234761,5.952629746,4.42702891,20051
Kansas,Ellsworth,33.55390575,13.23434474,11.62040026,13.1859264,14.20271143,8.344092963,5.858618464,20053
Kansas,Finney,48.39529103,13.08076808,11.08956325,11.64130999,8.655868455,4.42763104,2.709568163,20055
Kansas,Ford,47.90486308,12.74787535,11.53210576,11.67965061,8.522190746,4.302407932,3.310906516,20057
Kansas,Franklin,38.61339784,11.88794819,11.6304475,14.38492451,12.25859311,7.377784714,3.84690414,20059
Kansas,Geary,58.44327177,16.25145732,7.83272995,6.102350126,5.362950236,3.798245076,2.208995521,20061
Kansas,Gove,34.91577335,10.75803982,9.418070444,12.63399694,14.31852986,9.303215926,8.65237366,20063
Kansas,Graham,29.81540931,10.27287319,9.22953451,14.24558587,15.48956661,11.31621188,9.63081862,20065
Kansas,Grant,45.58342421,11.21864776,12.07742639,11.47764449,10.79607415,5.534351145,3.312431843,20067
Kansas,Gray,43.5106912,11.28791646,11.61942649,12.74656058,10.74092491,5.65224598,4.442234378,20069
Kansas,Greeley,36.67481663,14.01792991,7.742461288,13.61043195,12.95843521,7.253463733,7.742461288,20071
Kansas,Greenwood,31.940545,9.611890999,10.6688687,14.6985962,15.6895128,11.04872007,6.341866226,20073
Kansas,Hamilton,43.84349827,13.08016878,11.16225547,12.38971998,10.31837361,6.290755658,2.915228232,20075
Kansas,Harper,36.30584817,11.00617508,10.18888485,12.18670541,14.11187795,9.135488558,7.065019978,20077
Kansas,Harvey,39.27214265,11.63110202,10.68985677,12.28588132,12.09880152,7.68488746,6.337328267,20079
Kansas,Haskell,43.28246185,11.58368777,11.60870653,12.15911934,12.23417563,5.879409557,3.252439329,20081
Kansas,Hodgeman,33.60836084,10.3960396,9.295929593,14.74147415,14.52145215,8.96589659,8.470847085,20083
Kansas,Jackson,37.66566265,10.85843373,11.73945783,13.70481928,13.00451807,8.584337349,4.442771084,20085
Kansas,Jefferson,34.89328063,11.31488801,11.75230567,15.7312253,13.73913043,8.100131752,4.469038208,20087
Kansas,Jewell,29.7782471,8.658922914,8.799718409,12.98838437,18.12741992,12.46040127,9.186906019,20089
Kansas,Johnson,39.00695333,14.39616437,13.25149986,12.8911983,10.90778255,6.04998703,3.496414556,20091
Kansas,Kearny,44.12883591,13.16256657,9.99239158,12.24955618,9.637331981,6.036013188,4.79330459,20093
Kansas,Kingman,34.00820793,10.90287278,10.65663475,14.55540356,14.10396717,8.905608755,6.867305062,20095
Kansas,Kiowa,39.54689984,9.06200318,9.896661367,12.40063593,14.26868045,7.750397456,7.074721781,20097
Kansas,Labette,37.53255861,11.44059307,10.83951112,14.09036265,12.63774795,8.425165298,5.03406131,20099
Kansas,Lane,33.58974359,9.423076923,11.21794872,13.78205128,14.74358974,9.423076923,7.820512821,20101
Kansas,Leavenworth,38.19942964,15.07645786,13.07281935,13.06913167,11.048284,6.339118891,3.19475858,20103
Kansas,Lincoln,33.24512074,9.692358584,9.824677473,13.76116441,16.4406219,8.964604697,8.0714522,20105
Kansas,Linn,33.74358974,10.38974359,11.76410256,14.72820513,14.1025641,10.21538462,5.056410256,20107
Kansas,Logan,37.83403657,10.97046414,9.493670886,13.2559775,13.85372714,7.524613221,7.067510549,20109
Kansas,Lyon,46.59342633,11.16565886,9.707836916,11.1267437,11.09980243,6.082739628,4.223792133,20111
Kansas,Marion,35.69874477,10.05857741,9.548117155,13.72384937,14.10041841,9.523012552,7.347280335,20115
Kansas,Marshall,35.33223617,11.25282864,10.03908661,13.40259206,14.17403826,8.619625591,7.179592676,20117
Kansas,McPherson,37.53022392,11.97392858,10.5652311,13.04972492,12.88502646,7.779374146,6.216490872,20113
Kansas,Meade,40.64158225,9.792571153,11.16739026,12.71104679,11.89097926,7.284129281,6.512301013,20119
Kansas,Miami,36.95071259,11.75178147,12.41092637,15.20783848,12.29809976,7.197149644,4.183491686,20121
Kansas,Mitchell,37.23577236,10.40650407,9.577235772,12.1300813,13.70731707,9.56097561,7.382113821,20123
Kansas,Montgomery,37.96699875,11.50684932,10.55728518,13.05105853,12.98256538,8.620797011,5.314445828,20125
Kansas,Morris,32.22242347,10.88570911,9.346132947,14.50824126,15.5044376,10.23365332,7.299402282,20127
Kansas,Morton,35.2455943,11.02362205,12.07349081,13.91076115,13.23584552,7.53655793,6.974128234,20129
Kansas,Nemaha,39.34022649,10.93057607,10.05416051,13.16592811,11.74790743,7.159034958,7.60216642,20131
Kansas,Neosho,38.32988527,10.9209454,10.8394458,13.0399348,12.85812802,8.375650429,5.636010281,20133
Kansas,Ness,32.6056338,9.894366197,8.943661972,14.33098592,15.70422535,9.436619718,9.084507042,20135
Kansas,Norton,34.4198895,12.28360958,12.20994475,13.75690608,11.98895028,8.250460405,7.090239411,20137
Kansas,Osage,35.5435669,10.79606047,11.26654539,14.72304121,14.2337369,8.468728436,4.968320683,20139
Kansas,Osborne,32.57553957,11.1942446,8.834532374,14.04316547,14.70503597,9.553956835,9.09352518,20141
Kansas,Ottawa,34.62599104,10.72044123,12.18545329,14.47776629,14.09858669,8.6521889,5.239572561,20143
Kansas,Pawnee,31.16427918,12.89241085,12.86193234,14.18774764,14.55348979,7.924413289,6.415726913,20145
Kansas,Phillips,34.60598082,10.53225503,9.873989092,13.44743276,15.44103818,9.497837126,6.601466993,20147
Kansas,Pottawatomie,43.37026816,13.8196647,11.20402027,11.6859579,10.371957,6.022160893,3.525971084,20149
Kansas,Pratt,39.76327575,11.35636596,9.756877799,11.52697803,13.52100661,7.752185967,6.323309874,20151
Kansas,Rawlins,32.09728868,10.44657097,8.492822967,13.11802233,15.43062201,11.88197767,8.532695375,20153
Kansas,Reno,37.19482853,12.19883866,11.12091367,12.58862404,13.10512977,8.00583876,5.78582657,20155
Kansas,Republic,31.45368782,9.798456261,8.640651801,13.65780446,16.3593482,10.39879931,9.691252144,20157
Kansas,Rice,40.26859721,11.03766656,9.60025181,12.50655755,13.05214563,7.879550939,5.655230301,20159
Kansas,Riley,58.76422941,13.09580343,7.676756713,7.017353432,7.182882651,3.778679294,2.484295076,20161
Kansas,Rooks,34.66985837,10.9914223,10.57251147,13.76421305,14.10333134,9.136245761,6.762417714,20163
Kansas,Rush,32.26640802,9.569996767,10.92790171,13.83769803,15.77756224,9.117361785,8.503071452,20165
Kansas,Russell,33.14029246,10.68481251,10.17808021,13.3487766,14.70971478,10.25047054,7.687852903,20167
Kansas,Saline,38.48642488,12.07698388,11.494274,13.27732946,12.29756806,7.385893642,4.981526075,20169
Kansas,Scott,40.65754544,10.43496018,11.02715949,12.27282009,12.68123341,7.208494997,5.7177864,20171
Kansas,Sedgwick,42.30296705,13.47528363,11.3514808,12.2432132,11.07909355,5.991351364,3.556610404,20173
Kansas,Seward,50.29384757,13.05325987,11.70339761,10.77134986,7.640036731,4.008264463,2.529843893,20175
